Ejemplo_TP	Ejemplo_RP
45.4019	1.20799
45.3508	1.20699
45.2909	1.20663
45.2015	1.20629
45.1922	1.20569
45.1468	1.20394
45.0932	1.20348
45.0583	1.20345
45.0481	1.20309
45.046	1.20135
45.038	1.20113
45.0101	1.20105
45.0066	1.20026
44.964	1.1998
44.886	1.199
44.8836	1.19784
44.7578	1.19726
44.6748	1.19587
44.6629	1.19558
44.6163	1.19513
44.4459	1.19406
44.4157	1.19256
44.3162	1.19238
44.2194	1.19164
44.1841	1.19052
44.1628	1.19038
44.0644	1.18997
44.0388	1.1894
44.0204	1.1892
43.9256	1.18896
43.9191	1.1873
43.8917	1.18721
43.8614	1.18688
43.8292	1.18394
43.8267	1.18335
43.6421	1.18203
43.6283	1.18171
43.5977	1.18077
43.4798	1.18071
43.4786	1.18062
43.4716	1.18057
43.4634	1.17974
43.3504	1.17969
43.3263	1.17722
43.2694	1.17589
43.2531	1.17516
43.2441	1.17378
43.2405	1.17374
43.2239	1.17282
43.2065	1.17108
43.1266	1.17034
43.1112	1.16906
43.0514	1.16894
42.9621	1.16873
42.94	1.16502
42.9397	1.16431
42.9219	1.16415
42.8994	1.16296
42.8786	1.16245
42.8643	1.1619
42.8119	1.16163
42.8114	1.16129
42.7779	1.1606
42.6467	1.15942
42.6398	1.15864
42.6364	1.15781
42.6293	1.1578
42.5264	1.15768
42.4732	1.15739
42.4684	1.1573
42.4417	1.157
42.4359	1.15654
42.4161	1.15597
42.3353	1.15538
42.3162	1.15379
42.2722	1.15137
42.2278	1.15131
42.1968	1.15024
42.1358	1.14971
42.0913	1.14652
42.0413	1.14621
41.99	1.14606
41.9786	1.14459
41.8194	1.14454
41.8002	1.14431
41.7451	1.14412
41.6604	1.14348
41.633	1.14273
41.6175	1.14196
41.6142	1.14114
41.6036	1.13992
41.4826	1.13811
41.4632	1.13801
41.4331	1.13788
41.3809	1.13754
41.2976	1.13671
41.2945	1.13629
41.2925	1.13491
41.1758	1.13412
41.1365	1.13093
41.1178	1.13088
41.113	1.1308
41.1116	1.12862
41.0178	1.1281
40.9961	1.1279
40.9881	1.12707
40.8613	1.12659
40.8061	1.12363
40.8048	1.12357
40.7932	1.12158
40.7913	1.12125
40.7807	1.11886
40.7631	1.11886
40.5289	1.11642
40.4977	1.11615
40.4567	1.11548
40.424	1.11475
40.281	1.11382
40.2373	1.1137
40.223	1.11267
40.168	1.11226
40.1053	1.11108
40.0781	1.10998
40.0095	1.10968
39.9976	1.10919
39.9941	1.10693
39.8521	1.10545
39.8091	1.10526
39.8034	1.10487
39.7779	1.10423
39.7629	1.10406
39.7574	1.10388
39.6045	1.10318
39.5424	1.10262
39.5277	1.10109
39.515	1.09859
39.5044	1.09798
39.5028	1.09771
39.4671	1.09616
39.4146	1.09607
39.402	1.09502
39.3974	1.09463
39.3909	1.09451
39.2452	1.09427
39.244	1.09384
39.1979	1.0929
39.1701	1.09127
39.1654	1.09078
39.1616	1.09075
39.1472	1.09053
39.1321	1.09003
39.1249	1.08922
39.0737	1.08887
39.0396	1.08759
39.0073	1.08602
38.9543	1.0855
38.9479	1.08539
38.9427	1.08338
38.9166	1.08316
38.8611	1.08313
38.8551	1.08296
38.8182	1.08233
38.8106	1.08224
38.7223	1.07995
38.7046	1.07951
38.6854	1.0794
38.6242	1.07937
38.5743	1.07931
38.5225	1.07915
38.513	1.07903
38.4884	1.07836
38.4043	1.07795
38.3869	1.07721
38.3726	1.07483
38.3338	1.07414
38.3294	1.0716
38.1996	1.07131
38.1842	1.07017
38.1741	1.06941
38.1413	1.06899
38.1177	1.06846
38.0801	1.06796
38.0793	1.06791
38.0505	1.06762
38.0322	1.06726
38.001	1.06646
37.963	1.06547
37.9075	1.06507
37.8549	1.06364
37.834	1.06298
37.7852	1.06154
37.7721	1.06114
37.7647	1.06035
37.6903	1.05882
37.6887	1.05872
37.6457	1.05848
37.6437	1.05795
37.6121	1.0577
37.4655	1.05754
37.4592	1.05609
37.4386	1.05607
37.4367	1.05579
37.4334	1.05472
37.4088	1.05422
37.3699	1.05379
37.3655	1.05275
37.3647	1.05256
37.3611	1.05127
37.2636	1.04946
37.2592	1.04864
37.2575	1.04757
37.2508	1.04755
37.2273	1.04639
37.2146	1.04638
37.1726	1.04551
37.1617	1.04375
37.152	1.04344
37.1255	1.04282
37.1196	1.04088
37.0976	1.04071
37.0562	1.03975
37.0544	1.03926
36.9923	1.03866
36.9867	1.03855
36.8229	1.03798
36.8056	1.03796
36.7851	1.03721
36.7425	1.03645
36.7231	1.035
36.6885	1.03493
36.5998	1.03491
36.5785	1.03459
36.5716	1.03457
36.5684	1.03454
36.5464	1.03359
36.5398	1.03353
36.5364	1.03223
36.4909	1.03203
36.4614	1.03195
36.4308	1.03157
36.4302	1.03151
36.4243	1.03111
36.4109	1.02989
36.3196	1.02931
36.3176	1.02892
36.297	1.02891
36.297	1.02861
36.2842	1.02791
36.2683	1.02737
36.2477	1.02638
36.237	1.02501
36.2341	1.02461
36.1718	1.02439
36.1015	1.02436
36.0065	1.02434
35.9573	1.02255
35.9192	1.02233
35.899	1.02091
35.8769	1.02079
35.8728	1.02073
35.8399	1.0202
35.8261	1.01977
35.8206	1.01901
35.8173	1.01862
35.804	1.01786
35.8024	1.01734
35.7752	1.01643
35.7422	1.01544
35.7129	1.01321
35.6997	1.01081
35.6983	1.00892
35.609	1.00891
35.5267	1.00824
35.4264	1.00786
35.4254	1.00776
35.3482	1.00759
35.3219	1.0055
35.2614	1.0046
35.2014	1.00219
35.1958	1.0021
35.1571	1.0011
35.1328	1.00076
35.0304	1.00053
35.0229	0.99993
35.0017	0.999537
34.9808	0.999284
34.9702	0.998598
34.9648	0.997865
34.9394	0.99785
34.8713	0.997023
34.7687	0.996938
34.7648	0.996308
34.7356	0.995088
34.6974	0.994423
34.6973	0.994272
34.6682	0.993765
34.6589	0.993699
34.6588	0.993375
34.6421	0.992225
34.492	0.991315
34.4215	0.989765
34.4183	0.988767
34.3657	0.988681
34.3572	0.988605
34.3223	0.988276
34.2995	0.988052
34.2934	0.987314
34.249	0.986883
34.2375	0.986061
34.2343	0.985362
34.1893	0.983809
34.1721	0.98339
34.1587	0.982625
34.063	0.981459
34.0462	0.978089
34.0371	0.976963
34.0023	0.975438
33.9791	0.974935
33.9724	0.974654
33.9541	0.97357
33.8955	0.973414
33.8639	0.973183
33.8193	0.973136
33.6703	0.973043
33.5674	0.972568
33.5649	0.97255
33.5182	0.971902
33.4808	0.971891
33.4682	0.968937
33.4434	0.968877
33.2855	0.96577
33.277	0.965104
33.2759	0.965019
33.1755	0.963747
33.1657	0.961769
33.095	0.961516
33.0773	0.960963
33.0721	0.960308
33.0517	0.960044
33.0197	0.959145
32.9858	0.958973
32.9357	0.958856
32.8222	0.958654
32.7169	0.958051
32.6901	0.957498
32.6738	0.957474
32.6349	0.956406
32.6286	0.95633
32.5861	0.956194
32.4911	0.954942
32.4868	0.952619
32.462	0.952081
32.4342	0.951909
32.432	0.951741
32.3894	0.951629
32.2331	0.951432
32.2235	0.951023
32.2221	0.950042
32.2189	0.949579
32.2148	0.949246
32.2046	0.949007
32.1225	0.948411
32.0874	0.948129
32.0777	0.946
32.0678	0.945347
32.0668	0.944624
32.0442	0.944367
32.0277	0.943653
31.9454	0.94343
31.8687	0.943166
31.8595	0.942745
31.8486	0.942685
31.8297	0.942603
31.8194	0.942376
31.8059	0.942203
31.8058	0.942093
31.7981	0.941605
31.79	0.940982
31.7754	0.94092
31.7609	0.940645
31.7548	0.940632
31.7343	0.940299
31.732	0.940256
31.6992	0.939442
31.6858	0.938981
31.667	0.93881
31.5967	0.938096
31.5846	0.935802
31.5445	0.935267
31.5336	0.934922
31.4745	0.934371
31.4246	0.934075
31.3666	0.933776
31.3512	0.933539
31.346	0.932691
31.2785	0.931662
31.2759	0.929942
31.263	0.929831
31.2534	0.928693
31.2408	0.928484
31.2266	0.927918
31.2186	0.927806
31.2183	0.927201
31.1742	0.927156
31.1621	0.927022
31.1611	0.926422
31.1184	0.92536
31.1149	0.923151
31.1148	0.922606
31.0881	0.922477
31.0795	0.922329
31.0317	0.92214
31.0219	0.920923
31.0055	0.920501
30.9932	0.919987
30.9843	0.919762
30.9553	0.917375
30.9283	0.917286
30.9258	0.917045
30.9231	0.916653
30.9064	0.916651
30.8905	0.915914
30.8556	0.9143
30.8509	0.914289
30.8442	0.914144
30.8337	0.913161
30.8063	0.912739
30.7958	0.912635
30.7397	0.91183
30.7245	0.910558
30.7199	0.910524
30.7127	0.910166
30.7047	0.908097
30.6846	0.907556
30.676	0.906968
30.6626	0.906845
30.5417	0.906336
30.4993	0.906197
30.4216	0.905865
30.4065	0.905186
30.3862	0.904078
30.3595	0.903135
30.355	0.901451
30.3453	0.90142
30.3104	0.901075
30.274	0.900955
30.2666	0.900201
30.2403	0.899541
30.1614	0.899279
30.1386	0.89785
30.0894	0.897812
29.9873	0.896351
29.9425	0.895901
29.9376	0.894885
29.9304	0.894656
29.9227	0.894514
29.9164	0.894194
29.8451	0.893032
29.827	0.892385
29.8175	0.892001
29.8011	0.891823
29.7447	0.891106
29.73	0.890973
29.6964	0.890549
29.6658	0.889519
29.6509	0.889067
29.6486	0.888829
29.622	0.888632
29.5733	0.887939
29.5667	0.88512
29.5664	0.884968
29.5455	0.884303
29.5373	0.884037
29.5328	0.884003
29.5091	0.882204
29.4985	0.882137
29.4712	0.881025
29.3829	0.879133
29.3719	0.878692
29.3499	0.878128
29.3377	0.877552
29.3231	0.876969
29.289	0.876562
29.2735	0.876342
29.2683	0.876122
29.2606	0.875645
29.2261	0.875411
29.222	0.874366
29.1946	0.874289
29.1597	0.873578
29.1534	0.873325
29.1517	0.873245
29.1316	0.872653
29.1115	0.872216
29.0852	0.872059
29.0149	0.87192
28.9816	0.871584
28.9761	0.871515
28.9419	0.871507
28.9069	0.871463
28.8961	0.871259
28.8834	0.87116
28.8794	0.870769
28.8719	0.86952
28.8662	0.868972
28.8617	0.868372
28.7964	0.867698
28.7924	0.867666
28.7789	0.86746
28.7499	0.867426
28.7342	0.866157
28.7082	0.865369
28.7029	0.865125
28.6921	0.864303
28.681	0.864197
28.6479	0.863942
28.6313	0.863937
28.5877	0.861986
28.5428	0.861678
28.5331	0.861493
28.5236	0.861068
28.5087	0.860777
28.4509	0.859621
28.4386	0.859348
28.4201	0.859326
28.4108	0.859297
28.3483	0.859091
28.3422	0.858881
28.3413	0.858296
28.3224	0.858118
28.2735	0.857823
28.2267	0.857705
28.1599	0.857355
28.1597	0.856733
28.1464	0.855339
28.1406	0.855219
28.1354	0.855203
28.0805	0.855041
28.0796	0.854624
28.0658	0.85442
28.0508	0.853879
28.036	0.853016
28.0221	0.852574
27.9953	0.852115
27.968	0.852016
27.9671	0.850753
27.9491	0.850302
27.9402	0.848891
27.9398	0.848872
27.9121	0.847772
27.8855	0.846049
27.8737	0.845881
27.8688	0.845226
27.8585	0.845196
27.819	0.845149
27.8143	0.845111
27.7903	0.844982
27.7286	0.844891
27.6759	0.844297
27.6625	0.843874
27.5634	0.842862
27.531	0.842669
27.5277	0.842131
27.5201	0.842062
27.5046	0.841041
27.4908	0.839682
27.4017	0.839577
27.3951	0.83883
27.3705	0.838193
27.3364	0.837702
27.3237	0.836513
27.2985	0.835368
27.2925	0.834542
27.2831	0.833981
27.2228	0.833747
27.2162	0.833191
27.2099	0.83281
27.1976	0.832672
27.1919	0.83256
27.1564	0.83234
27.1542	0.83194
27.1534	0.831908
27.1473	0.8316
27.0884	0.830269
27.0587	0.829974
27.0393	0.829208
27.0176	0.829185
27.0164	0.828468
26.9823	0.82833
26.9803	0.828182
26.9692	0.827665
26.9523	0.82762
26.9077	0.82706
26.8503	0.826972
26.8426	0.826904
26.8224	0.826653
26.7198	0.826525
26.6936	0.825726
26.6851	0.825597
26.6638	0.825518
26.6216	0.825374
26.6213	0.825324
26.614	0.825285
26.6066	0.82523
26.5584	0.82501
26.5177	0.824818
26.4739	0.824378
26.4579	0.824275
26.4218	0.823685
26.3684	0.823306
26.3562	0.822009
26.3281	0.821886
26.3197	0.820499
26.3071	0.820075
26.3033	0.819768
26.2776	0.819576
26.276	0.819283
26.2696	0.81889
26.2371	0.818749
26.2299	0.817677
26.2107	0.817508
26.208	0.817285
26.1991	0.817072
26.1707	0.816099
26.1655	0.816074
26.1631	0.816004
26.1502	0.815844
26.1126	0.815133
26.1024	0.814413
26.1004	0.814159
26.0375	0.812713
25.9989	0.811506
25.981	0.81138
25.9675	0.810579
25.9535	0.80998
25.942	0.809908
25.9163	0.808115
25.8898	0.807707
25.8754	0.807152
25.8435	0.80638
25.7703	0.804957
25.7588	0.804612
25.7511	0.804147
25.7396	0.803951
25.7069	0.803907
25.699	0.803853
25.6841	0.803623
25.6685	0.803338
25.6406	0.802386
25.6285	0.801984
25.6165	0.801795
25.609	0.801749
25.5666	0.801604
25.5643	0.800052
25.547	0.799131
25.5341	0.798906
25.5198	0.798901
25.514	0.798536
25.4508	0.798265
25.4481	0.797979
25.4328	0.797879
25.4205	0.797718
25.4157	0.796998
25.3933	0.796799
25.3809	0.79664
25.3794	0.796516
25.3505	0.796003
25.3291	0.793672
25.289	0.793313
25.2806	0.7918
25.2774	0.791759
25.2659	0.79038
25.265	0.790253
25.2392	0.790197
25.2344	0.790178
25.2341	0.789417
25.206	0.789
25.1984	0.78809
25.1739	0.787694
25.1424	0.787108
25.1155	0.787028
25.105	0.786664
25.0661	0.786032
25.0496	0.785572
25.0484	0.784195
25.0341	0.783625
25.0028	0.782674
24.9933	0.782237
24.9902	0.782057
24.9853	0.780552
24.9667	0.780462
24.9615	0.780408
24.9614	0.7804
24.9461	0.780074
24.9388	0.779916
24.9106	0.779844
24.8742	0.779804
24.8673	0.779585
24.8653	0.779581
24.8512	0.779434
24.8406	0.779291
24.8138	0.779284
24.7833	0.778705
24.7357	0.778385
24.7357	0.778344
24.6993	0.778177
24.6712	0.778109
24.6625	0.777834
24.6296	0.777632
24.6254	0.777524
24.6043	0.777399
24.5985	0.775938
24.5869	0.775176
24.5733	0.774794
24.5336	0.774573
24.513	0.774065
24.5095	0.774028
24.441	0.77387
24.4331	0.773663
24.3979	0.773402
24.3882	0.773326
24.3424	0.772816
24.2792	0.772735
24.2756	0.772605
24.2702	0.772407
24.2618	0.772381
24.2565	0.771188
24.2542	0.771116
24.226	0.77111
24.2235	0.769506
24.1943	0.769409
24.1921	0.769082
24.1746	0.768365
24.1589	0.768132
24.1204	0.767809
24.1186	0.767226
24.0661	0.767161
24.0484	0.766263
24.0464	0.765637
24.0384	0.765026
24.0335	0.764022
23.9819	0.762209
23.9705	0.76211
23.9617	0.762045
23.9516	0.761729
23.9416	0.761387
23.8057	0.761092
23.8004	0.760424
23.8004	0.760136
23.7954	0.759347
23.7953	0.7583
23.7678	0.758089
23.7361	0.75781
23.7221	0.756406
23.6825	0.756369
23.6804	0.756316
23.644	0.756036
23.6238	0.755766
23.6044	0.755625
23.5993	0.755284
23.5956	0.754909
23.5607	0.754498
23.5149	0.753595
23.5126	0.752999
23.4919	0.752583
23.4699	0.752468
23.4642	0.75213
23.4616	0.750663
23.4366	0.750439
23.3934	0.750375
23.389	0.750302
23.3886	0.749265
23.3328	0.747802
23.2959	0.747758
23.2673	0.747269
23.2391	0.746976
23.1743	0.745201
23.1434	0.744708
23.1312	0.743912
23.1133	0.743408
23.1002	0.743136
23.098	0.742955
23.0972	0.742608
23.0921	0.741297
23.0723	0.741271
23.0644	0.741128
23.0444	0.741003
23.0389	0.74097
23.0336	0.740813
23.0104	0.740709
23.0048	0.740465
23.0026	0.739719
22.985	0.739604
22.9818	0.739299
22.9133	0.738954
22.8343	0.738876
22.834	0.738622
22.7692	0.738544
22.7574	0.738055
22.7326	0.736753
22.7145	0.736505
22.707	0.736019
22.7021	0.735865
22.6957	0.73581
22.6851	0.735105
22.6708	0.735053
22.6612	0.734763
22.6606	0.734615
22.5886	0.734013
22.5694	0.7338
22.5589	0.733669
22.5211	0.733123
22.4902	0.732123
22.478	0.731467
22.4721	0.731437
22.4603	0.731404
22.4564	0.730508
22.438	0.730342
22.4155	0.730251
22.4089	0.72921
22.3839	0.728351
22.3453	0.727885
22.3237	0.727752
22.3193	0.727391
22.3122	0.727232
22.2853	0.727128
22.2712	0.727072
22.2323	0.726799
22.2202	0.726541
22.1619	0.726283
22.1495	0.726001
22.0822	0.724563
22.0771	0.724363
22.017	0.724311
22.0137	0.723762
22.0044	0.722531
21.9858	0.721903
21.9526	0.721839
21.9409	0.721457
21.9284	0.721396
21.9241	0.720504
21.9118	0.720305
21.9069	0.720118
21.8832	0.719743
21.8675	0.719037
21.8564	0.718888
21.8448	0.71867
21.8335	0.718464
21.8308	0.71768
21.8289	0.716915
21.8205	0.716529
21.8063	0.71572
21.7898	0.715684
21.7784	0.715652
21.7612	0.715585
21.712	0.715559
21.6785	0.715455
21.6703	0.715438
21.6582	0.715311
21.6566	0.715265
21.6488	0.715171
21.6429	0.714763
21.6269	0.714751
21.6228	0.714186
21.6114	0.71363
21.6041	0.713583
21.603	0.712576
21.5922	0.712161
21.588	0.711817
21.587	0.71113
21.587	0.710752
21.5547	0.710691
21.4535	0.710635
21.4456	0.710428
21.4429	0.710259
21.4272	0.710204
21.4116	0.709753
21.4035	0.70967
21.3726	0.709162
21.3609	0.707644
21.3564	0.70692
21.349	0.706874
21.3485	0.706772
21.3272	0.706714
21.3264	0.706377
21.3101	0.705164
21.2988	0.704504
21.2823	0.704389
21.2769	0.704215
21.2705	0.703893
21.2514	0.703794
21.2498	0.702494
21.2457	0.702453
21.2456	0.702444
21.2131	0.702406
21.1948	0.702076
21.1814	0.702045
21.1619	0.701625
21.1378	0.701402
21.1364	0.700816
21.1264	0.700801
21.1034	0.700229
21.0983	0.700033
21.0963	0.699877
21.0801	0.69964
21.07	0.699569
21.0611	0.698216
21.0573	0.698129
21.0397	0.697701
21.0389	0.696889
21.03	0.696877
21.0259	0.696424
21.0036	0.695575
20.9636	0.695534
20.9585	0.695334
20.9497	0.695269
20.9312	0.694941
20.9054	0.694662
20.8886	0.694062
20.8796	0.692656
20.8213	0.691865
20.7912	0.69148
20.7903	0.691438
20.7781	0.691378
20.7724	0.691296
20.7583	0.690697
20.7533	0.690646
20.7398	0.690645
20.7373	0.690055
20.7232	0.689481
20.7205	0.689295
20.7033	0.689279
20.6958	0.688587
20.6787	0.688492
20.6625	0.688156
20.6612	0.688147
20.6575	0.687846
20.652	0.687759
20.644	0.687757
20.6406	0.686145
20.639	0.685525
20.6152	0.685389
20.5683	0.684738
20.5577	0.684494
20.5562	0.684065
20.55	0.683517
20.4915	0.68308
20.4145	0.68269
20.3902	0.68252
20.3881	0.682133
20.3783	0.681696
20.3691	0.680823
20.3687	0.680492
20.3273	0.68049
20.3207	0.680433
20.3021	0.680408
20.2905	0.680155
20.2867	0.680148
20.2851	0.679789
20.2578	0.679639
20.2352	0.679536
20.2244	0.679112
20.2231	0.679049
20.2095	0.677475
20.2041	0.677322
20.1827	0.677259
20.1781	0.67569
20.1631	0.675372
20.1508	0.675136
20.1441	0.675125
20.1227	0.673857
20.1222	0.673462
20.0901	0.67304
20.0604	0.671989
20.0533	0.671789
20.0447	0.671679
20.0232	0.670872
20.0085	0.670413
20.0078	0.670181
20.0069	0.669982
20.0055	0.669972
19.9659	0.669518
19.9274	0.669354
19.892	0.66892
19.8676	0.668409
19.8661	0.66706
19.8579	0.66694
19.8368	0.66627
19.8288	0.665923
19.8236	0.665781
19.8233	0.665369
19.8136	0.665129
19.8051	0.664405
19.7957	0.664059
19.794	0.663853
19.7886	0.663608
19.7673	0.663595
19.7384	0.662267
19.7292	0.662202
19.7145	0.662188
19.7017	0.661916
19.6959	0.661335
19.6905	0.661272
19.6558	0.660043
19.6543	0.660031
19.6475	0.659334
19.6432	0.658784
19.6138	0.658708
19.6098	0.658671
19.6039	0.658607
19.5978	0.658268
19.5973	0.657955
19.5739	0.657893
19.5586	0.657424
19.5569	0.657213
19.5249	0.656814
19.517	0.656278
19.5118	0.655442
19.5049	0.65533
19.5004	0.654831
19.4886	0.654248
19.4189	0.653586
19.3967	0.65296
19.3627	0.652864
19.3302	0.651667
19.3277	0.651631
19.3155	0.651163
19.2864	0.650287
19.2805	0.65024
19.2682	0.650183
19.2587	0.65013
19.2388	0.648739
19.2218	0.648634
19.2204	0.648592
19.2174	0.648488
19.2074	0.648468
19.1987	0.647835
19.1905	0.64753
19.1325	0.647501
19.1284	0.647261
19.1055	0.646933
19.0968	0.646903
19.088	0.646872
19.0811	0.646571
19.0793	0.646532
19.0361	0.645564
19.0223	0.644684
19.0074	0.644579
18.9891	0.644475
18.9845	0.644384
18.9802	0.644002
18.9746	0.643124
18.9744	0.642452
18.9424	0.641866
18.9186	0.641795
18.9059	0.64075
18.9044	0.640534
18.8815	0.64045
18.8708	0.640398
18.8307	0.640055
18.8269	0.639636
18.8098	0.639373
18.7588	0.638184
18.7508	0.637997
18.745	0.637893
18.7424	0.637119
18.7369	0.636771
18.7351	0.636709
18.7145	0.636574
18.7079	0.635796
18.6997	0.635704
18.6816	0.635205
18.6816	0.634711
18.6669	0.634426
18.6559	0.634214
18.6326	0.634148
18.6279	0.634059
18.6146	0.634039
18.6035	0.633957
18.5974	0.633676
18.5668	0.633627
18.5605	0.633253
18.5564	0.633051
18.5415	0.632357
18.516	0.632207
18.4901	0.631821
18.4694	0.631374
18.467	0.630742
18.4382	0.630268
18.4296	0.630238
18.4195	0.629889
18.4069	0.629775
18.4035	0.627823
18.3839	0.627733
18.3788	0.627725
18.3787	0.627477
18.3735	0.627285
18.3718	0.626719
18.3663	0.625928
18.3434	0.625905
18.3059	0.624782
18.2919	0.624479
18.2706	0.624451
18.2672	0.624207
18.2475	0.623993
18.2001	0.623064
18.1967	0.622869
18.1728	0.622469
18.1711	0.622285
18.1332	0.622277
18.1329	0.622238
18.1223	0.621823
18.1146	0.621266
18.1141	0.621069
18.0962	0.620572
18.082	0.620385
18.0783	0.619153
18.0778	0.618918
18.0678	0.617787
18.0648	0.617683
18.0638	0.617424
18.0495	0.617421
18.0434	0.617303
18.0095	0.616204
18.0094	0.616078
18.0083	0.615829
17.999	0.615463
17.9928	0.615446
17.9786	0.615327
17.9737	0.615323
17.9581	0.614175
17.9554	0.613929
17.9544	0.61299
17.9523	0.612098
17.9519	0.611912
17.9454	0.611235
17.9387	0.611066
17.9333	0.610668
17.9329	0.610334
17.9321	0.610306
17.8917	0.610209
17.888	0.609748
17.8705	0.60921
17.8679	0.609208
17.8442	0.608666
17.8325	0.608641
17.8305	0.608569
17.8134	0.60817
17.806	0.608004
17.8047	0.607915
17.7976	0.607756
17.7691	0.60772
17.7677	0.607664
17.7515	0.607144
17.7342	0.606699
17.727	0.606665
17.6976	0.6066
17.6967	0.606415
17.6865	0.606015
17.6814	0.605988
17.6809	0.605969
17.6769	0.605834
17.6755	0.605188
17.6431	0.605067
17.6343	0.604531
17.5842	0.604178
17.5582	0.603983
17.5459	0.603937
17.5399	0.603877
17.4998	0.603258
17.4934	0.602682
17.4782	0.602644
17.4726	0.602543
17.4603	0.601664
17.4544	0.601139
17.452	0.600966
17.4413	0.600892
17.4367	0.600803
17.4295	0.600634
17.4293	0.600593
17.428	0.600455
17.4263	0.60029
17.4241	0.599809
17.4203	0.599536
17.4173	0.598805
17.3666	0.59842
17.3457	0.598283
17.3194	0.598196
17.3046	0.597505
17.2851	0.597309
17.2695	0.597138
17.2371	0.597115
17.2274	0.596952
17.2263	0.596931
17.2247	0.596637
17.2129	0.596525
17.1859	0.595805
17.1857	0.595396
17.1728	0.595372
17.1697	0.595205
17.1446	0.594777
17.1366	0.594313
17.1357	0.593671
17.1346	0.593554
17.126	0.593426
17.1128	0.593355
17.1128	0.592984
17.0914	0.592305
17.0879	0.592086
17.03	0.591687
17.0093	0.591131
17.0058	0.590557
17.0054	0.59047
16.9937	0.590087
16.9914	0.590021
16.9909	0.589889
16.9878	0.589362
16.9856	0.588735
16.965	0.587718
16.925	0.586897
16.9009	0.586767
16.8769	0.586662
16.8723	0.586543
16.8623	0.585681
16.8457	0.585435
16.8251	0.585039
16.8216	0.585037
16.8205	0.584831
16.8036	0.584676
16.793	0.584562
16.7877	0.58456
16.7862	0.584344
16.7792	0.584331
16.7762	0.584297
16.7686	0.583038
16.7538	0.582426
16.7124	0.582256
16.7097	0.582052
16.6771	0.581944
16.6618	0.581781
16.6617	0.581396
16.6546	0.581342
16.6534	0.581104
16.6495	0.581065
16.6468	0.580873
16.6309	0.580751
16.6272	0.580741
16.6167	0.580331
16.6155	0.580132
16.6065	0.579975
16.5987	0.579738
16.5918	0.579693
16.5725	0.579423
16.5532	0.579244
16.5368	0.579039
16.5344	0.578835
16.5318	0.578798
16.5291	0.578665
16.5213	0.578526
16.4926	0.578365
16.4764	0.577767
16.4639	0.577288
16.4629	0.576516
16.4629	0.576197
16.4596	0.575982
16.4558	0.575818
16.4534	0.575698
16.445	0.575275
16.4435	0.574976
16.4394	0.574703
16.4334	0.574118
16.4264	0.573689
16.4242	0.573371
16.4147	0.573278
16.4046	0.572941
16.3813	0.5724
16.3755	0.572282
16.3717	0.572242
16.3633	0.571685
16.3549	0.571602
16.3522	0.57122
16.344	0.570564
16.3399	0.570438
16.3277	0.570328
16.317	0.569717
16.3068	0.569603
16.2913	0.569556
16.29	0.569449
16.2726	0.569289
16.236	0.568938
16.2232	0.568396
16.2225	0.567944
16.2163	0.567462
16.2148	0.567457
16.2069	0.566603
16.2062	0.565944
16.1929	0.565019
16.158	0.564488
16.1541	0.563869
16.1487	0.563716
16.1467	0.563608
16.1324	0.563296
16.1146	0.563275
16.1037	0.562522
16.0996	0.562421
16.0849	0.562352
16.0818	0.562041
16.081	0.561629
16.0785	0.561624
16.0702	0.561509
16.069	0.561358
16.0595	0.561318
16.0451	0.561213
16.0058	0.560856
16.0031	0.56084
15.9891	0.560703
15.9654	0.559433
15.9611	0.559371
15.9519	0.559252
15.9438	0.559129
15.935	0.5584
15.9124	0.558352
15.9092	0.558084
15.895	0.557441
15.8871	0.557359
15.8861	0.556703
15.8818	0.556471
15.8666	0.555942
15.8648	0.555905
15.8621	0.555165
15.8589	0.554744
15.8545	0.554502
15.8407	0.554071
15.8329	0.553803
15.8284	0.5536
15.7905	0.553286
15.7845	0.553013
15.7735	0.552794
15.7515	0.552546
15.741	0.552242
15.7255	0.552164
15.724	0.551444
15.7176	0.551248
15.715	0.551215
15.7048	0.551118
15.6864	0.550738
15.667	0.550106
15.6653	0.54996
15.6645	0.54976
15.6337	0.549723
15.6195	0.549676
15.6174	0.549538
15.594	0.549521
15.5898	0.549502
15.5851	0.549455
15.5544	0.549388
15.5531	0.549277
15.5497	0.547334
15.5476	0.546985
15.5463	0.545825
15.5424	0.545821
15.5424	0.545257
15.5169	0.544961
15.5045	0.544913
15.4862	0.54355
15.483	0.543176
15.4774	0.543143
15.4529	0.541512
15.4523	0.541379
15.4381	0.541339
15.4337	0.54102
15.4249	0.540915
15.4208	0.540322
15.412	0.540268
15.4115	0.540158
15.4033	0.540132
15.3996	0.540026
15.3973	0.539822
15.3964	0.539573
15.3623	0.539381
15.3484	0.538983
15.3419	0.53796
15.3409	0.537298
15.3353	0.537155
15.3123	0.536323
15.3093	0.536185
15.3074	0.53614
15.299	0.535804
15.2909	0.535691
15.2857	0.535679
15.2823	0.535585
15.2752	0.535354
15.268	0.534983
15.258	0.534745
15.2532	0.534665
15.2461	0.534621
15.242	0.534455
15.2032	0.534308
15.2017	0.534237
15.1814	0.533757
15.1777	0.533585
15.1728	0.533044
15.1677	0.532807
15.167	0.532614
15.1608	0.53234
15.1589	0.53156
15.1568	0.531556
15.1425	0.531383
15.1247	0.531131
15.1227	0.53107
15.1202	0.530804
