ExampleB	ExampleB
Reference Pedigree	Family tree
0.293254	8.03441
0.293068	8.02958
0.293013	8.02039
0.2929	8.01464
0.292714	8.0053
0.292685	8.00149
0.29268	7.99879
0.292602	7.99793
0.292586	7.99782
0.292436	7.9944
0.292064	7.99194
0.291951	7.99097
0.291886	7.97822
0.291812	7.97355
0.291798	7.96764
0.291449	7.96722
0.291414	7.96359
0.291386	7.95158
0.291339	7.95113
0.291278	7.94387
0.290824	7.92997
0.290621	7.92651
0.290508	7.92594
0.290461	7.92568
0.290457	7.92212
0.290359	7.91951
0.290085	7.91776
0.289911	7.90082
0.289811	7.8996
0.289779	7.89233
0.28976	7.89044
0.289698	7.88513
0.289641	7.88256
0.289469	7.88255
0.289331	7.88056
0.289237	7.87955
0.289179	7.87274
0.289048	7.86666
0.289008	7.85132
0.288924	7.84768
0.288761	7.84527
0.288548	7.84386
0.288417	7.84159
0.288382	7.83666
0.288382	7.8348
0.288235	7.83234
0.288141	7.83163
0.288115	7.82001
0.288082	7.81039
0.288074	7.80538
0.287653	7.80156
0.287633	7.79832
0.287514	7.79313
0.287477	7.78653
0.287463	7.78041
0.287442	7.77875
0.287175	7.77294
0.286973	7.7723
0.286946	7.77128
0.286928	7.76443
0.286891	7.76235
0.286859	7.75968
0.286588	7.75589
0.286494	7.75483
0.286461	7.75357
0.286441	7.74821
0.286312	7.74533
0.286231	7.73622
0.285896	7.73106
0.285888	7.73099
0.285787	7.72833
0.285561	7.71837
0.285547	7.7137
0.285413	7.71331
0.284961	7.71176
0.284618	7.7073
0.284595	7.70465
0.284482	7.70123
0.284346	7.70038
0.284343	7.68848
0.28429	7.68842
0.284205	7.68335
0.284175	7.68318
0.284161	7.68176
0.284156	7.6811
0.283993	7.67903
0.283775	7.67557
0.283753	7.6743
0.283745	7.66683
0.28361	7.6594
0.283518	7.6471
0.283466	7.64622
0.283446	7.6453
0.283364	7.63873
0.283215	7.63509
0.283165	7.63494
0.283158	7.62438
0.283072	7.62322
0.283065	7.61829
0.282978	7.61725
0.282471	7.61246
0.282436	7.61124
0.282411	7.6069
0.282333	7.60058
0.282281	7.58683
0.28226	7.58251
0.281913	7.58202
0.281685	7.56319
0.281671	7.56093
0.281575	7.55906
0.281565	7.55344
0.281434	7.55127
0.281382	7.54783
0.281369	7.54498
0.281356	7.54295
0.281268	7.53785
0.281077	7.52105
0.281044	7.5189
0.280729	7.50469
0.280706	7.5023
0.280702	7.49553
0.280702	7.46103
0.280624	7.45871
0.280615	7.45698
0.280557	7.44893
0.280507	7.44369
0.28049	7.44206
0.28048	7.43146
0.280383	7.42754
0.280381	7.42158
0.280321	7.4165
0.280141	7.40344
0.280082	7.40308
0.28002	7.39771
0.279933	7.39645
0.279841	7.39115
0.279709	7.38577
0.279623	7.37865
0.279619	7.3712
0.279419	7.36818
0.279325	7.36506
0.279295	7.36463
0.279085	7.36116
0.278689	7.35828
0.278627	7.34496
0.278468	7.34411
0.2784	7.34264
0.278106	7.33374
0.277781	7.32732
0.277699	7.32588
0.277682	7.32391
0.277324	7.32216
0.27719	7.31951
0.277152	7.31593
0.277139	7.30875
0.277121	7.30668
0.276951	7.30373
0.276821	7.29272
0.276589	7.29224
0.276582	7.28616
0.276507	7.28549
0.276437	7.28337
0.27635	7.28187
0.276339	7.26607
0.276094	7.265
0.275949	7.2634
0.275927	7.26055
0.275922	7.2592
0.275889	7.2564
0.275835	7.24578
0.275592	7.24472
0.275588	7.24199
0.275153	7.2365
0.27512	7.2309
0.274994	7.22809
0.274905	7.22797
0.274777	7.22664
0.274625	7.21643
0.274593	7.21375
0.274537	7.20874
0.274523	7.20529
0.274448	7.1952
0.274447	7.19075
0.274134	7.18737
0.274024	7.18678
0.273952	7.18096
0.27394	7.17979
0.273935	7.17621
0.273887	7.17556
0.273709	7.17152
0.273566	7.16937
0.273555	7.16906
0.273495	7.16858
0.273435	7.16554
0.273316	7.14945
0.273276	7.14373
0.273271	7.14063
0.272845	7.1394
0.272811	7.13821
0.272589	7.13788
0.272554	7.13774
0.272512	7.1338
0.272448	7.13296
0.272234	7.12148
0.271909	7.11992
0.271861	7.11723
0.27176	7.11335
0.271691	7.08704
0.271686	7.08382
0.271584	7.07929
0.271341	7.07855
0.271328	7.07205
0.271263	7.06973
0.271091	7.06843
0.271049	7.06278
0.27071	7.06174
0.270654	7.05757
0.270643	7.05611
0.270544	7.05577
0.270486	7.04968
0.270375	7.04679
0.270366	7.03812
0.270259	7.03184
0.270216	7.02431
0.27017	7.01925
0.270111	7.01607
0.270064	7.00344
0.270017	7.00337
0.269959	7.00251
0.269852	6.99826
0.269819	6.9946
0.269815	6.9836
0.269749	6.98345
0.269678	6.9752
0.269601	6.96465
0.269513	6.9597
0.269479	6.95372
0.269286	6.95191
0.269282	6.94852
0.269224	6.94716
0.269139	6.94366
0.269064	6.94044
0.26905	6.93498
0.269014	6.93045
0.26894	6.92619
0.268878	6.92359
0.268676	6.92249
0.268552	6.91047
0.268315	6.90992
0.268285	6.90785
0.268131	6.90663
0.268035	6.90609
0.267963	6.88596
0.267884	6.88475
0.267858	6.88282
0.267799	6.87675
0.267778	6.86751
0.267561	6.86491
0.26747	6.85769
0.267342	6.84982
0.267313	6.84826
0.267242	6.83727
0.267225	6.8331
0.267205	6.82889
0.267077	6.82712
0.267002	6.82461
0.266997	6.82103
0.266847	6.81955
0.266705	6.8182
0.266495	6.81504
0.266438	6.81403
0.266142	6.81188
0.265991	6.80706
0.265814	6.79737
0.265781	6.79596
0.265705	6.79353
0.265679	6.78914
0.265467	6.78375
0.265351	6.78372
0.265012	6.78113
0.264787	6.77753
0.264694	6.77522
0.264664	6.77374
0.264495	6.77362
0.264407	6.7731
0.264246	6.76079
0.26419	6.76072
0.263921	6.75608
0.263828	6.75596
0.263703	6.7531
0.263676	6.74954
0.263476	6.7485
0.263389	6.7471
0.263235	6.747
0.263167	6.74556
0.26314	6.73926
0.263088	6.7246
0.262861	6.72427
0.262817	6.72267
0.26279	6.71653
0.262776	6.71538
0.262639	6.71493
0.262554	6.70917
0.262541	6.70597
0.262469	6.69851
0.262437	6.69124
0.262349	6.6864
0.262275	6.68099
0.262177	6.67973
0.261968	6.67536
0.261801	6.67031
0.261757	6.67027
0.261673	6.66853
0.261347	6.65825
0.261282	6.65816
0.261149	6.64993
0.26104	6.64066
0.260864	6.63917
0.260862	6.63613
0.260788	6.63163
0.260771	6.6284
0.260741	6.62144
0.260322	6.62056
0.260264	6.61918
0.260251	6.61872
0.260023	6.61682
0.260021	6.61544
0.259984	6.61187
0.259977	6.61127
0.259924	6.60755
0.259826	6.59532
0.259797	6.59522
0.259756	6.59489
0.259698	6.59102
0.259666	6.59096
0.259625	6.58605
0.259624	6.58247
0.259394	6.57236
0.25937	6.57138
0.259149	6.56676
0.259122	6.56371
0.259012	6.5625
0.258911	6.5615
0.258815	6.55767
0.258811	6.55181
0.258622	6.55173
0.258377	6.55054
0.25837	6.54635
0.258252	6.54455
0.258055	6.54392
0.25791	6.53993
0.257813	6.53894
0.257707	6.5328
0.257641	6.5294
0.257606	6.52892
0.257408	6.52076
0.257359	6.51647
0.257248	6.50629
0.257247	6.50223
0.257231	6.50191
0.257218	6.50047
0.257177	6.49194
0.257082	6.49086
0.257023	6.48944
0.257018	6.48267
0.256977	6.48146
0.256812	6.47528
0.256656	6.47512
0.256646	6.47344
0.256487	6.47053
0.256482	6.46836
0.256422	6.46692
0.256085	6.45103
0.25552	6.44695
0.25533	6.44586
0.25531	6.4426
0.255304	6.43881
0.25519	6.43723
0.255157	6.43313
0.255031	6.42551
0.254893	6.4248
0.254804	6.42403
0.254704	6.41692
0.254533	6.41619
0.25452	6.41471
0.254411	6.41288
0.254374	6.41249
0.253834	6.41233
0.253812	6.41138
0.253795	6.40292
0.253451	6.40211
0.25345	6.39937
0.253238	6.38503
0.253144	6.3807
0.253029	6.37631
0.252864	6.37023
0.25277	6.36706
0.252767	6.36696
0.252696	6.36478
0.252679	6.36139
0.252527	6.36137
0.252467	6.34133
0.252436	6.33929
0.252348	6.33483
0.252307	6.33457
0.25223	6.32512
0.25223	6.32299
0.252192	6.31393
0.252159	6.31283
0.251971	6.3123
0.251968	6.30445
0.251899	6.30232
0.251887	6.28197
0.251819	6.27669
0.25177	6.26932
0.251713	6.26734
0.251532	6.26575
0.251482	6.25546
0.251372	6.25469
0.251353	6.24779
0.251329	6.24579
0.251304	6.24391
0.251302	6.23644
0.251246	6.22904
0.251124	6.22502
0.250866	6.22374
0.250859	6.22094
0.250806	6.22083
0.250792	6.22068
0.250782	6.21461
0.250756	6.20503
0.250755	6.20467
0.250684	6.20164
0.250579	6.19885
0.250324	6.19024
0.250236	6.18917
0.250178	6.18788
0.250149	6.18662
0.250132	6.18542
0.249987	6.1806
0.249853	6.18001
0.249847	6.1784
0.249828	6.17712
0.249526	6.17527
0.249338	6.16828
0.249229	6.16817
0.249141	6.16746
0.249013	6.15397
0.24894	6.15172
0.248761	6.14978
0.248677	6.14218
0.248619	6.14059
0.248506	6.13451
0.248379	6.13185
0.248346	6.1313
0.248286	6.12704
0.248279	6.12673
0.248211	6.12507
0.248209	6.12289
0.248201	6.11894
0.24799	6.11846
0.247964	6.11704
0.247808	6.11212
0.247806	6.112
0.247738	6.10984
0.247577	6.10839
0.24748	6.107
0.247365	6.10081
0.247317	6.07987
0.247213	6.07382
0.247004	6.07274
0.246862	6.06821
0.246817	6.06508
0.246813	6.05912
0.246648	6.05563
0.24651	6.0546
0.246359	6.05193
0.246324	6.05138
0.24629	6.05089
0.24619	6.04519
0.246175	6.04064
0.246154	6.03048
0.246094	6.0232
0.246042	6.01304
0.246037	6.01286
0.246016	6.0112
0.245988	6.00758
0.245963	6.0075
0.245958	6.00035
0.245875	5.99276
0.245818	5.9918
0.245816	5.99034
0.245809	5.98996
0.245703	5.98843
0.245673	5.98604
0.245534	5.98304
0.245519	5.98016
0.245503	5.98015
0.245457	5.97472
0.245393	5.97258
0.245223	5.96673
0.245107	5.96384
0.245103	5.96156
0.244805	5.95362
0.244699	5.95226
0.24458	5.94869
0.244423	5.9472
0.244391	5.94626
0.244378	5.9423
0.244112	5.93199
0.24406	5.93134
0.244058	5.93075
0.244037	5.9306
0.243963	5.92868
0.243872	5.92151
0.243789	5.92054
0.243742	5.91961
0.243731	5.91771
0.243712	5.91303
0.243625	5.91267
0.243597	5.90933
0.243557	5.90369
0.243355	5.8975
0.243325	5.88746
0.243266	5.88231
0.243254	5.88029
0.243164	5.8782
0.243049	5.86905
0.24283	5.86866
0.242748	5.86549
0.242498	5.86459
0.242401	5.86135
0.242214	5.85965
0.242079	5.85932
0.242012	5.85359
0.241961	5.84169
0.241942	5.83967
0.241886	5.83799
0.24182	5.8288
0.241814	5.82774
0.241814	5.82136
0.241811	5.81832
0.241441	5.81135
0.241345	5.8093
0.241313	5.80784
0.241304	5.79779
0.241247	5.79224
0.241153	5.79036
0.241107	5.78434
0.240941	5.78344
0.240921	5.78212
0.240872	5.78123
0.240843	5.77999
0.240821	5.7788
0.240636	5.7774
0.240435	5.77447
0.240386	5.7738
0.240157	5.77076
0.240131	5.77036
0.240034	5.76205
0.24002	5.76197
0.239869	5.75665
0.239707	5.75547
0.239704	5.7554
0.23965	5.75234
0.239572	5.74861
0.239485	5.743
0.239458	5.73731
0.239435	5.73703
0.239326	5.73321
0.239137	5.73124
0.239079	5.72903
0.238998	5.72581
0.238977	5.72171
0.238852	5.72037
0.238816	5.7179
0.238814	5.70473
0.238807	5.70287
0.238779	5.69959
0.238772	5.69406
0.238551	5.69164
0.238505	5.6888
0.238275	5.68878
0.237845	5.68839
0.237539	5.68511
0.237455	5.684
0.237421	5.68334
0.237321	5.68141
0.237235	5.67733
0.237175	5.67558
0.237146	5.6716
0.237141	5.66803
0.237019	5.66132
0.237005	5.65503
0.236955	5.65475
0.236929	5.65132
0.236891	5.65025
0.23685	5.64461
0.236582	5.63975
0.236579	5.63907
0.236512	5.63562
0.236419	5.63473
0.236285	5.63362
0.236271	5.63087
0.236253	5.63052
0.236215	5.62849
0.236188	5.62274
0.236165	5.62131
0.236051	5.61559
0.235947	5.61015
0.23592	5.59732
0.235804	5.59654
0.235768	5.59104
0.235748	5.58745
0.235647	5.5829
0.235558	5.57995
0.235544	5.57683
0.235489	5.57415
0.23548	5.57302
0.23543	5.57235
0.235396	5.56729
0.235316	5.56727
0.235308	5.56369
0.2353	5.56076
0.235238	5.55742
0.235129	5.554
0.235088	5.55253
0.235079	5.55134
0.23498	5.55121
0.234956	5.54697
0.234954	5.54508
0.23491	5.54506
0.234824	5.54491
0.234703	5.53985
0.234479	5.53386
0.234381	5.53033
0.234352	5.5293
0.234232	5.52888
0.23423	5.52451
0.234226	5.52398
0.234143	5.51896
0.234136	5.514
0.234027	5.51329
0.234011	5.51162
0.23394	5.50678
0.233694	5.50103
0.233651	5.49691
0.233613	5.4948
0.233475	5.49435
0.233385	5.48588
0.233125	5.47867
0.233089	5.47278
0.232953	5.47021
0.232945	5.46941
0.232867	5.46863
0.232857	5.46833
0.232774	5.45776
0.232606	5.45758
0.232487	5.45125
0.232414	5.44393
0.23226	5.44355
0.232151	5.43833
0.232101	5.43813
0.232057	5.4343
0.231821	5.43214
0.23177	5.43202
0.231647	5.42556
0.231552	5.42197
0.231538	5.41941
0.231502	5.4168
0.231459	5.41586
0.2312	5.41454
0.231126	5.40699
0.231094	5.40492
0.230985	5.4044
0.23087	5.40211
0.230859	5.40178
0.230846	5.40143
0.230752	5.39978
0.230643	5.3932
0.230583	5.39296
0.230551	5.39073
0.230518	5.38916
0.230452	5.38125
0.230366	5.381
0.230285	5.37845
0.230241	5.37702
0.230206	5.37498
0.230109	5.36655
0.230069	5.36418
0.230029	5.3602
0.230026	5.3506
0.229913	5.34914
0.229906	5.34861
0.229795	5.34241
0.229684	5.34026
0.229535	5.33795
0.229115	5.32666
0.229094	5.32002
0.229079	5.31891
0.22904	5.31078
0.229038	5.31013
0.228874	5.30185
0.228634	5.30064
0.22845	5.29926
0.228427	5.29781
0.22841	5.29769
0.228317	5.28905
0.228106	5.283
0.22804	5.27667
0.227762	5.27614
0.227603	5.27494
0.227545	5.26321
0.227373	5.26302
0.227235	5.26134
0.227231	5.25736
0.227198	5.24702
0.227198	5.24418
0.227154	5.24257
0.226962	5.2416
0.226865	5.23612
0.226806	5.2353
0.226699	5.23367
0.22656	5.22565
0.226554	5.22276
0.22635	5.21808
0.226343	5.21703
0.226328	5.21582
0.226263	5.20255
0.226234	5.20218
0.226219	5.19738
0.226152	5.19045
0.226113	5.18523
0.225938	5.18511
0.225735	5.18415
0.22555	5.17973
0.225469	5.17666
0.22539	5.17088
0.225115	5.16774
0.225085	5.16055
0.225013	5.15741
0.225007	5.15413
0.224976	5.15135
0.224956	5.14823
0.224776	5.14426
0.224732	5.14355
0.224721	5.13815
0.224622	5.13726
0.224598	5.13609
0.224518	5.13252
0.224435	5.13141
0.224419	5.12762
0.224381	5.12721
0.224277	5.12527
0.224205	5.12404
0.224134	5.12345
0.224011	5.11535
0.223988	5.1148
0.223888	5.11403
0.223866	5.10639
0.223855	5.10602
0.22377	5.10443
0.223747	5.10381
0.22342	5.1023
0.223382	5.09199
0.223377	5.09193
0.223275	5.09068
0.223138	5.09066
0.223113	5.09029
0.22304	5.08176
0.222715	5.0765
0.222592	5.07367
0.22249	5.07114
0.222354	5.06813
0.222304	5.06767
0.222092	5.06649
0.222053	5.0616
0.221928	5.0594
0.221901	5.0504
0.221819	5.04911
0.221807	5.04739
0.221559	5.04725
0.221514	5.04369
0.221473	5.04043
0.221467	5.04011
0.221414	5.03907
0.221298	5.03626
0.221186	5.0325
0.221044	5.02953
0.221013	5.02335
0.220962	5.02312
0.220828	5.02187
0.220785	5.02169
0.220744	5.02159
0.220724	5.0206
0.220592	5.01753
0.22037	5.01678
0.220338	5.01622
0.220182	5.01553
0.22013	5.01505
0.220067	5.01375
0.219961	5.00867
0.219915	5.00767
0.219889	5.00615
0.219848	5.00364
0.219787	5.00096
0.219605	5.00044
0.21945	4.99796
0.21945	4.99792
0.21945	4.99766
0.219441	4.99112
0.218945	4.99103
0.21888	4.99039
0.218824	4.98769
0.218646	4.98764
0.21845	4.98666
0.218399	4.9854
0.218378	4.98344
0.21834	4.98172
0.21825	4.97489
0.218164	4.9722
0.218066	4.96732
0.217902	4.96403
0.217834	4.95568
0.217483	4.95476
0.21745	4.95422
0.217191	4.95302
0.2171	4.94672
0.21668	4.94229
0.216645	4.9388
0.216577	4.93537
0.216468	4.92741
0.216281	4.92551
0.216203	4.92525
0.216149	4.92399
0.216139	4.92265
0.216053	4.92057
0.216017	4.91751
0.21597	4.91554
0.21587	4.91098
0.215859	4.91041
0.215609	4.91005
0.215508	4.90646
0.21544	4.9054
0.215169	4.90521
0.215121	4.90162
0.215025	4.90113
0.21502	4.90086
0.21482	4.89906
0.214787	4.89575
0.214597	4.89524
0.214596	4.89476
0.21455	4.89227
0.214469	4.89149
0.214429	4.89049
0.214422	4.89045
0.214417	4.88875
0.214365	4.88874
0.21436	4.8886
0.214302	4.88656
0.214298	4.88635
0.214213	4.88429
0.214191	4.88171
0.213934	4.87855
0.213908	4.87835
0.213903	4.87313
0.213854	4.87303
0.213655	4.87108
0.213653	4.86936
0.213545	4.86664
0.213325	4.85894
0.213289	4.85704
0.213273	4.85419
0.213126	4.84636
0.213106	4.84471
0.21309	4.84428
0.213017	4.84395
0.212884	4.83939
0.212867	4.83791
0.212788	4.83632
0.212761	4.83574
0.212651	4.83208
0.212518	4.81229
0.212438	4.80802
0.212411	4.8063
0.21238	4.80629
0.212336	4.80436
0.212315	4.80244
0.212221	4.80238
0.212218	4.79834
0.21207	4.79765
0.21203	4.7971
0.211859	4.79396
0.211795	4.79371
0.211703	4.79089
0.211684	4.78895
0.211629	4.78832
0.21155	4.78253
0.211405	4.77943
0.211364	4.77007
0.211305	4.76571
0.211228	4.76417
0.211207	4.76239
0.211182	4.76229
0.211121	4.76154
0.211094	4.76102
0.210909	4.76069
0.210857	4.75945
0.210815	4.75567
0.21077	4.75484
0.21076	4.75194
0.210748	4.74234
0.210731	4.74193
0.210627	4.73795
0.210562	4.73646
0.210412	4.73275
0.210377	4.73252
0.210335	4.72986
0.210313	4.72964
0.21026	4.72835
0.21025	4.72774
0.210203	4.72761
0.210183	4.7177
0.210073	4.7165
0.210052	4.71339
0.210034	4.70434
0.209934	4.70352
0.209916	4.70351
0.20988	4.70219
0.209846	4.70118
0.209842	4.69857
0.209831	4.6964
0.209812	4.69631
0.209716	4.69466
0.209647	4.69432
0.209623	4.69099
0.209621	4.69055
0.20961	4.68622
0.20947	4.68264
0.209399	4.68085
0.2091	4.68064
0.208983	4.67932
0.208922	4.67708
0.208808	4.67262
0.2088	4.67092
0.208715	4.65961
0.208699	4.65249
0.208689	4.64974
0.208592	4.64786
0.208532	4.6477
0.208443	4.6475
0.208331	4.6434
0.208255	4.64115
0.207979	4.64049
0.20774	4.6336
0.207707	4.62622
0.207661	4.62557
0.207475	4.62478
0.207464	4.6207
0.207354	4.62057
0.207314	4.62052
0.207309	4.61963
0.207192	4.61949
0.207179	4.61732
0.207157	4.61026
0.20715	4.60755
0.207101	4.59767
0.207089	4.59736
0.207032	4.59526
0.206961	4.58725
0.206793	4.58476
0.206773	4.57772
0.206633	4.56672
0.206541	4.56643
0.206442	4.56397
0.206348	4.56304
0.206303	4.56201
0.206226	4.56165
0.206207	4.55955
0.206174	4.55641
0.206095	4.55154
0.20607	4.55051
0.20569	4.54572
0.205568	4.54381
0.205412	4.53939
0.205377	4.53863
0.205343	4.53653
0.20522	4.53475
0.205143	4.53423
0.205013	4.53399
0.204954	4.53172
0.204947	4.53056
0.20488	4.52802
0.204832	4.52287
0.204817	4.52278
0.204771	4.51807
0.204572	4.51489
0.204545	4.513
0.204519	4.50868
0.20449	4.50339
0.20446	4.5014
0.204411	4.49714
0.204204	4.49672
0.203829	4.4952
0.203791	4.48892
0.203775	4.48784
0.203668	4.48574
0.203649	4.47921
0.203619	4.47796
0.203609	4.47467
0.203569	4.47335
0.203384	4.47043
0.203361	4.47017
0.20329	4.46689
0.203206	4.46473
0.203172	4.4635
0.203167	4.46143
0.203117	4.45993
0.203093	4.45982
0.203002	4.45846
0.203001	4.45246
0.202804	4.45003
0.202746	4.44946
0.20264	4.44808
0.202637	4.44489
0.20258	4.44398
0.20248	4.43972
0.202406	4.43918
0.202379	4.43633
0.202198	4.42829
0.202187	4.42768
0.202125	4.42524
0.202036	4.42375
0.202009	4.41827
0.201882	4.41334
0.201854	4.40424
0.201749	4.38859
0.201698	4.3885
0.201653	4.38826
0.201465	4.38553
0.201459	4.3851
0.20125	4.3847
0.201232	4.38464
0.201219	4.3832
0.200988	4.37913
0.200789	4.37877
0.200735	4.37774
0.200732	4.37568
0.200681	4.37515
0.200562	4.37401
0.200556	4.37011
0.20051	4.3671
0.200486	4.36395
0.200473	4.35916
0.200179	4.35545
0.200134	4.35545
0.199965	4.35424
0.199754	4.34743
0.199536	4.34608
0.199423	4.3453
0.199144	4.34465
0.19912	4.34041
0.199116	4.33939
0.198825	4.3349
0.198815	4.33236
0.198778	4.33141
0.198717	4.32957
0.198676	4.32951
0.198616	4.32586
0.198469	4.32392
0.198294	4.32345
0.198281	4.32345
0.198223	4.32229
0.198068	4.32223
0.197947	4.31931
0.197907	4.3187
0.197777	4.31655
0.197677	4.31504
0.197666	4.30934
0.197525	4.30558
0.197369	4.30328
0.197357	4.3007
0.197001	4.29098
0.196949	4.29056
0.196874	4.28396
0.196781	4.28344
0.196777	4.28178
0.196768	4.2766
0.196637	4.27608
0.196632	4.27058
0.196489	4.2698
0.196373	4.26439
0.1963	4.26381
0.196267	4.25958
0.196207	4.25572
0.196186	4.25098
0.196059	4.24434
0.196012	4.24012
0.19591	4.23752
0.195813	4.23118
0.195771	4.2228
0.195623	4.21958
0.195563	4.21112
0.195506	4.21085
0.195427	4.20508
0.195381	4.203
0.195335	4.20199
0.195252	4.19802
0.195212	4.1974
0.195188	4.19588
0.195188	4.19477
0.19513	4.19341
0.195031	4.19242
0.194936	4.19208
0.194887	4.19138
0.194887	4.18583
0.194635	4.18242
0.194572	4.17617
0.19457	4.17323
0.194498	4.17146
0.194403	4.17058
0.194312	4.16918
0.19428	4.16246
0.194191	4.15725
0.194131	4.15692
0.194048	4.15623
0.193847	4.15182
0.193838	4.14724
0.193723	4.14354
0.193703	4.13584
0.193697	4.1342
0.193664	4.13311
0.193501	4.13273
0.193442	4.13219
0.193377	4.13204
0.193322	4.13019
0.193287	4.12977
0.193136	4.12921
0.193026	4.12823
0.192952	4.12416
0.19294	4.12236
0.19293	4.12141
0.192888	4.11849
0.192888	4.11101
0.19276	4.10766
0.192704	4.10751
0.192587	4.10667
0.192578	4.10636
0.192532	4.10458
0.192522	4.10388
0.192241	4.09804
0.19209	4.09735
0.192046	4.09719
0.192019	4.09403
0.191952	4.09258
0.191952	4.09218
0.191807	4.08906
0.191778	4.08878
0.191771	4.08802
0.191721	4.08741
0.191697	4.08676
0.191596	4.08521
0.191595	4.08507
0.19152	4.08197
0.191506	4.08071
0.191434	4.07823
0.191424	4.0782
0.191416	4.07612
0.191223	4.07368
0.191213	4.0716
0.191059	4.07118
0.191042	4.06991
0.190941	4.06845
0.190688	4.06556
0.190464	4.06314
0.190459	4.06097
0.190457	4.05729
0.190424	4.05269
0.1904	4.05166
0.190399	4.05165
0.190382	4.05091
0.19034	4.0496
0.190163	4.04886
0.190153	4.0488
0.190128	4.04828
0.189975	4.04677
0.189942	4.04489
0.189941	4.04357
0.189925	4.03904
0.189787	4.03695
0.189781	4.03637
0.189747	4.03448
0.189673	4.03119
0.189658	4.02998
0.18957	4.02963
0.189265	4.02945
0.189213	4.02739
0.189116	4.0255
0.188989	4.02254
0.188981	4.0218
0.188972	4.02086
0.188942	4.01806
0.188863	4.01576
0.188835	4.0114
0.188485	4.00916
0.188464	4.00731
0.188458	4.00538
0.188319	4.00427
0.188318	4.00346
0.18828	4.00274
0.188197	4.00139
0.188161	3.99827
0.188153	3.99497
0.188129	3.99356
0.188076	3.98834
0.188006	3.98722
0.187984	3.98269
0.187845	3.98036
0.187799	3.97852
0.187698	3.97685
0.187644	3.97666
0.187609	3.97423
0.18756	3.97239
0.18755	3.97081
0.187455	3.97055
0.187397	3.96266
0.187346	3.96239
0.187319	3.96134
0.187309	3.95977
0.187128	3.95891
0.187111	3.95765
0.187057	3.95638
0.18703	3.95436
0.186984	3.94905
0.186903	3.94693
0.186897	3.94623
0.186819	3.94556
0.186769	3.94502
0.186331	3.93301
0.186173	3.93282
0.185996	3.93238
0.185907	3.92909
0.185865	3.92176
0.185841	3.91804
0.185825	3.91725
0.185814	3.91685
0.185766	3.91087
0.185747	3.90838
0.185724	3.90398
0.18572	3.90179
0.185709	3.89433
0.185689	3.89384
0.185689	3.89189
0.185681	3.89111
0.185513	3.89036
0.185356	3.8893
0.185328	3.88579
0.185321	3.8815
0.185293	3.87474
0.185218	3.87106
0.185216	3.86819
0.185207	3.86803
0.185073	3.86607
0.184998	3.86467
0.184942	3.86309
0.184904	3.86308
0.184804	3.86282
0.184726	3.85968
0.184659	3.85879
0.184576	3.85872
0.184551	3.85082
0.184537	3.84874
0.184527	3.84671
0.184475	3.84542
0.184473	3.84483
0.184418	3.84428
0.184217	3.84323
0.18411	3.84297
0.184064	3.84277
0.184005	3.84274
0.183943	3.83957
0.183793	3.83818
0.183717	3.83719
0.183635	3.8331
0.183632	3.82826
0.183578	3.82504
0.183478	3.82133
0.18341	3.81852
0.183373	3.81746
0.183351	3.81366
0.183351	3.81316
0.183343	3.81164
0.183216	3.80807
0.18299	3.80548
0.182943	3.80197
0.182777	3.8
0.182643	3.79799
0.18263	3.79784
0.182626	3.78791
0.182582	3.78623
0.182501	3.78557
0.182351	3.78555
0.182272	3.78124
0.181969	3.7784
0.181779	3.77438
0.181772	3.77171
0.181703	3.77073
0.181659	3.76423
0.181616	3.76404
0.181517	3.76214
0.181228	3.75597
0.181216	3.75561
0.181154	3.75504
0.181148	3.75236
0.181065	3.75039
0.181028	3.74559
0.180811	3.73936
0.180708	3.73708
0.180681	3.73483
0.180672	3.7301
0.180652	3.72864
0.180611	3.72658
0.180561	3.72491
0.180543	3.72443
0.180516	3.72312
0.180455	3.72047
0.180279	3.71913
0.180229	3.714
0.180132	3.71368
0.180059	3.7102
0.180026	3.70517
0.179908	3.70233
0.17988	3.69966
0.179879	3.69615
0.179828	3.6958
0.179611	3.69377
0.179559	3.69317
0.179313	3.69278
0.179151	3.69178
0.179141	3.6916
0.179115	3.6913
0.179	3.69103
0.178945	3.69056
0.178855	3.68966
0.178836	3.67877
0.178835	3.67811
0.178829	3.67429
0.178586	3.67312
0.178502	3.66922
0.178449	3.66694
0.178384	3.66597
0.178359	3.66383
0.178301	3.6632
0.178273	3.66187
0.178251	3.66055
0.178186	3.65956
0.178155	3.65909
0.178105	3.65848
0.177949	3.65663
0.177924	3.65379
0.177845	3.65008
0.177715	3.6498
0.177618	3.64856
0.1776	3.64544
0.177549	3.64519
0.177548	3.64373
0.17754	3.64256
0.177532	3.64237
0.177475	3.63824
0.177474	3.63795
0.177392	3.63752
0.177364	3.63733
0.177345	3.63668
0.177332	3.6356
0.177196	3.63539
0.177043	3.63432
0.177001	3.63154
0.176994	3.63121
0.1769	3.63117
0.176869	3.62749
0.17685	3.61577
0.176717	3.61334
0.176654	3.61295
0.176645	3.61229
0.17648	3.61142
0.176288	3.61038
0.176191	3.61005
0.175988	3.60428
0.175974	3.60276
0.175941	3.60165
0.175834	3.59967
0.175825	3.59681
0.175795	3.59627
0.175764	3.5858
0.175709	3.58306
0.17563	3.57902
0.17548	3.57361
0.175441	3.57357
