ExampleB	ExampleB
Reference Pedigree	Family tree
1.15058	80.1328
1.1504	79.976
1.14798	79.8373
1.14669	79.7957
1.14588	79.6026
1.14565	79.5904
1.14558	79.5826
1.14534	79.5438
1.14452	79.5298
1.14433	79.5229
1.14154	79.5035
1.14121	79.4677
1.14116	79.4355
1.14095	79.4115
1.13932	79.2858
1.13887	79.2744
1.13814	79.1701
1.13809	79.1176
1.13668	79.0789
1.13662	78.9848
1.1364	78.9244
1.1362	78.8461
1.13537	78.7858
1.13415	78.7417
1.13322	78.599
1.13255	78.3596
1.1322	78.1064
1.1321	78.0424
1.13193	77.8962
1.13129	77.8654
1.13052	77.6518
1.1304	77.5163
1.13022	77.3443
1.12855	77.2985
1.12824	77.1644
1.12799	77.1118
1.12592	77.1028
1.12559	77.0463
1.12503	77.0293
1.12496	76.958
1.12421	76.9094
1.12409	76.8848
1.12392	76.8499
1.12269	76.6148
1.12097	76.5459
1.11912	76.4394
1.11845	76.2061
1.11826	76.165
1.11774	76.0852
1.11469	76.0544
1.1145	75.6556
1.1139	75.5335
1.11252	75.5093
1.11211	75.5012
1.1108	75.3936
1.11039	75.1216
1.10698	75.0212
1.10654	74.9734
1.10474	74.902
1.10455	74.8999
1.10358	74.8381
1.10312	74.5712
1.10192	74.5454
1.10069	74.5435
1.09984	74.4936
1.09893	74.4505
1.09653	74.4468
1.09627	74.4432
1.09522	74.2865
1.09332	74.2253
1.09213	74.2039
1.0921	74.1129
1.09007	74.0573
1.0893	74.0438
1.08877	74.0139
1.08855	73.9448
1.08847	73.7293
1.08714	73.7085
1.08711	73.5165
1.0867	73.4094
1.08568	73.3776
1.08451	73.18
1.08383	73.1144
1.08339	73.0484
1.08285	72.988
1.08254	72.9141
1.08148	72.5561
1.08073	72.4287
1.08014	72.2851
1.07969	72.0752
1.07955	72.0563
1.07946	72.0203
1.07935	71.9655
1.07899	71.6836
1.07801	71.6142
1.07717	71.6028
1.07639	71.3674
1.07535	71.3464
1.07517	70.9967
1.0748	70.9738
1.07328	70.9691
1.0724	70.671
1.07099	70.5952
1.0695	70.5846
1.06822	70.5178
1.06734	70.3962
1.06719	70.2476
1.06687	70.0687
1.06658	70.062
1.06568	70.0598
1.06541	70.03
1.06497	69.7585
1.06472	69.5692
1.06365	69.5609
1.06324	69.549
1.06283	69.5314
1.06247	69.4126
1.06162	69.281
1.06073	69.2733
1.06049	69.1569
1.05976	69.0736
1.05857	69.0418
1.05801	69.0061
1.05743	68.986
1.05657	68.9604
1.05601	68.8915
1.05443	68.8863
1.05382	68.795
1.05363	68.7833
1.05292	68.7651
1.05279	68.7324
1.0504	68.6961
1.04887	68.6818
1.04817	68.674
1.04775	68.6295
1.04635	68.4674
1.04608	68.3962
1.046	68.3588
1.04577	68.3293
1.04503	68.2898
1.04438	68.2321
1.04418	68.1183
1.04321	68.0458
1.04276	68.0376
1.04237	68.0262
1.04231	67.872
1.04194	67.8519
1.0417	67.7329
1.04119	67.5112
1.04071	67.4242
1.04069	67.3063
1.0404	67.234
1.03998	67.1896
1.03946	66.9085
1.03905	66.8546
1.03864	66.8305
1.03699	66.7021
1.03604	66.7015
1.03602	66.6433
1.0354	66.6137
1.03474	66.5669
1.03376	66.5304
1.03364	66.3836
1.03302	66.3442
1.03174	66.1358
1.03156	66.1093
1.03113	66.027
1.03085	65.9649
1.03034	65.9555
1.02982	65.9337
1.02884	65.8981
1.02813	65.8921
1.02608	65.8319
1.02584	65.6612
1.0253	65.6244
1.02457	65.4873
1.02412	65.45
1.02397	65.3245
1.0239	65.1255
1.02373	65.0998
1.02325	64.7545
1.02282	64.7242
1.02262	64.7201
1.02104	64.6982
1.02063	64.6758
1.01954	64.5897
1.01807	64.5045
1.01703	64.4746
1.01693	64.4376
1.01576	64.2921
1.01539	64.202
1.01494	64.1654
1.01298	64.0414
1.01297	64.0376
1.01274	64.006
1.01213	63.9663
1.01209	63.9193
1.01193	63.8961
1.01166	63.8494
1.01125	63.7413
1.01109	63.7011
1.01109	63.6541
1.00803	63.6254
1.00713	63.6095
1.00708	63.573
1.00545	63.4354
1.00495	63.2727
1.00478	63.0884
1.00473	63.0337
1.00392	62.9809
1.00351	62.9217
1.0033	62.9115
1.0033	62.8088
1.00329	62.6743
1.00188	62.5237
1.00129	62.5104
1.00112	62.3726
1.00102	62.3619
0.9992	62.3299
0.999041	62.3274
0.998963	62.0376
0.997451	61.9671
0.994528	61.9162
0.994326	61.8869
0.993598	61.757
0.993434	61.7415
0.99327	61.6751
0.992705	61.6348
0.992395	61.5589
0.991912	61.3626
0.991909	61.3613
0.991721	61.2553
0.991406	61.1947
0.991022	61.1735
0.991015	60.9646
0.990489	60.8675
0.990405	60.8614
0.990058	60.782
0.989489	60.7426
0.988412	60.6508
0.987648	60.5987
0.987497	60.492
0.986279	60.445
0.986155	60.4442
0.986117	60.3187
0.985656	60.2604
0.985478	60.1593
0.982811	60.0764
0.981172	60.0203
0.980967	60.003
0.980712	59.89
0.980543	59.874
0.980332	59.8719
0.978778	59.8516
0.978454	59.6984
0.978025	59.691
0.977271	59.6775
0.977141	59.5599
0.976584	59.5515
0.976413	59.5108
0.975092	59.4663
0.974825	59.4155
0.974271	59.3135
0.972716	58.9318
0.972473	58.9129
0.97232	58.8507
0.971317	58.8078
0.970913	58.7547
0.968917	58.7426
0.967525	58.6896
0.967214	58.6714
0.965547	58.639
0.965151	58.431
0.964435	58.4106
0.96427	58.2951
0.962428	58.2764
0.96111	58.1877
0.960463	58.0742
0.960181	57.9184
0.959776	57.9012
0.959616	57.6032
0.959341	57.355
0.959078	57.2781
0.958944	57.201
0.957245	57.0604
0.955958	57.0294
0.955951	56.9018
0.954943	56.7588
0.953605	56.6709
0.953155	56.6584
0.952295	56.6229
0.950626	56.6174
0.950472	56.6162
0.949586	56.58
0.947622	56.5498
0.946414	56.4719
0.94615	56.4714
0.944557	56.4709
0.942672	56.4611
0.942552	56.3422
0.940908	56.3108
0.940531	56.2553
0.939584	56.2118
0.939508	56.206
0.938879	56.2051
0.938709	56.1751
0.938601	56.1189
0.937903	56.0439
0.937262	55.9737
0.936235	55.8964
0.936002	55.8946
0.9353	55.744
0.935136	55.735
0.933226	55.7216
0.932857	55.7208
0.9326	55.7099
0.931688	55.6122
0.930978	55.593
0.930605	55.5926
0.929728	55.4479
0.929562	55.3944
0.929194	55.3831
0.928979	55.3486
0.928835	55.252
0.928124	55.2514
0.927473	55.2415
0.92697	55.2397
0.926679	55.094
0.926102	55.0457
0.924296	55.0369
0.923541	54.9649
0.922169	54.8789
0.922095	54.8476
0.92016	54.7282
0.919971	54.7121
0.919254	54.7009
0.919178	54.5537
0.918877	54.5281
0.918315	54.5241
0.917797	54.232
0.916568	54.1107
0.916159	54.0503
0.916057	54.0437
0.915208	54.026
0.913732	53.998
0.91342	53.8185
0.913334	53.796
0.912728	53.7715
0.912348	53.7553
0.91226	53.6787
0.911458	53.664
0.911233	53.638
0.910539	53.6319
0.909947	53.5503
0.909774	53.3854
0.908976	53.323
0.908333	53.3024
0.90755	53.2935
0.907436	53.2692
0.907211	53.2301
0.907071	53.0882
0.90596	53.0158
0.905881	52.9692
0.905806	52.9101
0.905513	52.9095
0.905361	52.8814
0.90459	52.8375
0.904048	52.749
0.903989	52.5551
0.903513	52.5267
0.902564	52.5142
0.902296	52.5028
0.902101	52.4677
0.902024	52.4446
0.901804	52.2927
0.900733	52.2716
0.898918	52.2072
0.898911	52.0705
0.897093	52.0247
0.896361	52.0224
0.895699	51.9561
0.895495	51.871
0.89397	51.8302
0.893244	51.7978
0.893009	51.5909
0.892969	51.5631
0.8928	51.3766
0.892444	51.3387
0.891417	51.3314
0.890505	51.3089
0.889573	51.2877
0.888883	51.1868
0.888007	51.1644
0.887737	51.118
0.886179	51.1151
0.88591	51.0698
0.885808	51.0265
0.885158	51.0161
0.884741	51.0076
0.884659	50.9836
0.883632	50.9214
0.883238	50.8487
0.881894	50.8082
0.880686	50.8064
0.880301	50.7903
0.880298	50.6449
0.879833	50.6165
0.879421	50.509
0.879027	50.3786
0.879	50.3088
0.878872	50.308
0.878244	50.2507
0.878214	50.1097
0.878178	50.1005
0.878008	50.0954
0.877074	50.0195
0.876661	49.9655
0.875364	49.9243
0.874704	49.8681
0.87417	49.8588
0.87403	49.8577
0.873871	49.8075
0.873823	49.6168
0.873099	49.4734
0.873083	49.3925
0.872932	49.2378
0.872823	49.0972
0.872629	49.0299
0.87244	48.9333
0.872047	48.9018
0.870994	48.8887
0.870544	48.7302
0.869862	48.5072
0.869257	48.4786
0.868506	48.4355
0.868099	48.401
0.866374	48.267
0.865959	48.262
0.865206	48.2452
0.865164	48.1403
0.86492	48.0797
0.864896	48.0618
0.864747	47.9607
0.86383	47.9243
0.862572	47.9023
0.862535	47.7777
0.861682	47.7299
0.861572	47.6949
0.860944	47.6836
0.860825	47.6762
0.860721	47.6341
0.860673	47.626
0.860572	47.5387
0.859108	47.5122
0.858643	47.4997
0.858405	47.4777
0.858152	47.4459
0.857462	47.3941
0.855972	47.3753
0.855601	47.298
0.855495	47.2226
0.855488	47.143
0.85487	46.9891
0.854451	46.9605
0.853822	46.8958
0.853257	46.8247
0.852527	46.8198
0.852384	46.816
0.851748	46.7976
0.851083	46.6423
0.851059	46.6321
0.850685	46.5894
0.850019	46.5886
0.849987	46.5871
0.847788	46.5834
0.847439	46.5681
0.847359	46.5232
0.846729	46.3857
0.846189	46.3731
0.845772	46.3456
0.845646	46.342
0.844905	46.2038
0.844133	46.1809
0.843017	46.1687
0.8429	46.0769
0.842847	46.0497
0.842664	46.0398
0.842267	45.9677
0.842112	45.9583
0.841283	45.865
0.840887	45.8125
0.84012	45.7892
0.840088	45.7225
0.840048	45.71
0.839736	45.705
0.83907	45.5816
0.838779	45.5352
0.838627	45.4636
0.838266	45.45
0.837726	45.4208
0.837613	45.4167
0.837497	45.3849
0.837433	45.3711
0.837162	45.3379
0.836903	45.3294
0.836657	45.3201
0.83616	45.258
0.835299	45.227
0.835068	45.2216
0.835029	45.2215
0.834451	45.127
0.833786	45.1148
0.833452	45.0933
0.833389	45.0505
0.832979	44.9505
0.832327	44.9186
0.831206	44.891
0.829352	44.6971
0.827648	44.6848
0.827119	44.6778
0.826319	44.5946
0.826292	44.5833
0.826053	44.51
0.825209	44.454
0.82443	44.45
0.824207	44.4493
0.824171	44.3163
0.822838	44.2757
0.82211	44.2329
0.822052	44.1819
0.821326	44.1807
0.819986	44.1294
0.819282	44.0778
0.818811	44.0534
0.817801	44.0355
0.817509	43.9591
0.815714	43.892
0.815448	43.8804
0.813759	43.8669
0.813749	43.7842
0.813559	43.782
0.813275	43.7689
0.812975	43.7537
0.812732	43.7381
0.812118	43.698
0.811731	43.68
0.811274	43.6604
0.811267	43.5956
0.811222	43.5245
0.810794	43.5155
0.810253	43.4622
0.80967	43.439
0.809091	43.4238
0.809066	43.4193
0.808788	43.4018
0.80818	43.2886
0.807944	43.2529
0.807795	43.2315
0.806771	43.2313
0.80604	43.2012
0.805825	43.1901
0.805743	43.0712
0.805627	43.0515
0.805555	43.0471
0.805479	42.9945
0.805286	42.9447
0.804991	42.9404
0.804914	42.8889
0.803437	42.8836
0.803355	42.7979
0.803323	42.7229
0.803087	42.707
0.802485	42.6753
0.802437	42.6414
0.801839	42.6064
0.801531	42.5619
0.801122	42.5577
0.801066	42.5498
0.800626	42.5214
0.799805	42.4958
0.799702	42.4802
0.798779	42.4791
0.798748	42.4691
0.798714	42.2543
0.798617	42.2226
0.796732	42.1983
0.796635	42.1733
0.795644	42.0263
0.795453	41.998
0.793951	41.9315
0.793374	41.9159
0.79261	41.8425
0.792533	41.7952
0.792175	41.7814
0.792127	41.7499
0.791702	41.7394
0.791387	41.7374
0.791048	41.7371
0.791033	41.7096
0.790935	41.6092
0.790198	41.593
0.790028	41.592
0.789147	41.5686
0.787389	41.552
0.786852	41.5405
0.786761	41.5244
0.786709	41.326
0.786428	41.3098
0.786225	41.2548
0.785894	41.2388
0.784631	41.2383
0.783827	41.2239
0.783747	41.1895
0.783532	41.1103
0.783409	41.1026
0.783251	41.0912
0.782544	41.0576
0.782539	41.0518
0.782086	41.0473
0.782062	41.0472
0.781959	41.031
0.781608	41.0218
0.781136	40.985
0.780804	40.8169
0.779664	40.8107
0.77965	40.8088
0.779215	40.7514
0.779158	40.707
0.778961	40.6911
0.778941	40.6094
0.77866	40.5781
0.77803	40.5744
0.777353	40.5601
0.777252	40.5479
0.774676	40.5143
0.773098	40.4602
0.772705	40.3968
0.772001	40.3827
0.771499	40.3549
0.771007	40.3213
0.770967	40.3202
0.770884	40.2998
0.770019	40.2902
0.76959	40.2505
0.769543	40.2439
0.769301	40.2327
0.769039	40.2193
0.768975	40.1772
0.768846	40.177
0.768222	40.1491
0.768068	40.1256
0.767908	40.1135
0.766599	40.0841
0.76552	40.0753
0.765087	40.0247
0.764873	40.0023
0.764501	39.9969
0.764156	39.9613
0.763958	39.9592
0.762846	39.9293
0.762815	39.9192
0.762751	39.862
0.762222	39.8297
0.761928	39.8274
0.761703	39.7734
0.761508	39.7639
0.76143	39.7327
0.76134	39.6816
0.760911	39.6658
0.760496	39.6452
0.760445	39.6436
0.759756	39.6396
0.759589	39.634
0.758968	39.632
0.758781	39.6054
0.758611	39.5426
0.758575	39.535
0.758355	39.528
0.758137	39.3892
0.757717	39.3704
0.757236	39.3271
0.757235	39.2558
0.757046	39.2499
0.754966	39.2217
0.754676	39.1724
0.754198	39.1547
0.754155	39.1389
0.75407	39.1346
0.75269	39.1338
0.751533	39.1235
0.750854	39.0896
0.750515	39.0726
0.750486	39.0689
0.749244	39.0414
0.749048	39.017
0.748941	38.9904
0.748874	38.9623
0.747826	38.9597
0.747685	38.9158
0.747171	38.9048
0.746145	38.9043
0.745653	38.7952
0.745034	38.7874
0.744317	38.7534
0.744269	38.7394
0.743737	38.7334
0.743677	38.7295
0.743585	38.6566
0.743536	38.5983
0.742608	38.5821
0.742053	38.574
0.741951	38.5698
0.741853	38.5413
0.7418	38.5386
0.741588	38.5364
0.741472	38.4821
0.741391	38.4729
0.741149	38.424
0.740734	38.4234
0.740606	38.4174
0.739984	38.3702
0.738489	38.361
0.737661	38.3354
0.737115	38.2011
0.736537	38.1685
0.736487	38.1643
0.736319	38.1611
0.736261	38.1221
0.735551	38.0797
0.735531	38.0723
0.733948	38.05
0.733889	37.8745
0.733338	37.8454
0.732457	37.8325
0.732344	37.7881
0.731944	37.7788
0.731647	37.7711
0.731504	37.6756
0.731426	37.6453
0.731425	37.6349
0.731391	37.6193
0.731091	37.5737
0.730489	37.5563
0.730125	37.546
0.730037	37.5236
0.729473	37.4901
0.729346	37.4502
0.728956	37.4487
0.728272	37.4437
0.728133	37.4046
0.72811	37.3432
0.726854	37.3412
0.726767	37.3323
0.726754	37.3202
0.726451	37.3071
0.726427	37.2771
0.726196	37.262
0.725976	37.2607
0.72531	37.1017
0.725262	37.0491
0.725194	37.0487
0.724903	37.015
0.723877	37.005
0.723255	36.9728
0.722621	36.97
0.721927	36.9698
0.720831	36.9335
0.720613	36.9159
0.720437	36.8527
0.720309	36.8306
0.720244	36.7063
0.720059	36.6579
0.719996	36.6533
0.718513	36.542
0.718003	36.43
0.717937	36.4291
0.717152	36.3784
0.716647	36.3633
0.715839	36.3503
0.715202	36.3057
0.714746	36.2136
0.71451	36.2093
0.71447	36.2087
0.71434	36.1589
0.713764	36.1308
0.713303	36.1204
0.713051	36.0709
0.713046	36.0672
0.712772	36.0319
0.712613	36.0235
0.711834	36.0234
0.711478	36.0089
0.711432	36.0078
0.711155	35.9994
0.711109	35.9328
0.711038	35.8915
0.710667	35.7578
0.709116	35.7296
0.70837	35.7228
0.708118	35.7084
0.707794	35.6719
0.707671	35.6265
0.706398	35.5757
0.705186	35.5744
0.705051	35.548
0.705003	35.5313
0.704128	35.5179
0.704035	35.5027
0.703441	35.4805
0.70339	35.461
0.703336	35.4445
0.702871	35.4315
0.702742	35.3993
0.702629	35.3562
0.702593	35.3393
0.702005	35.3202
0.70199	35.2817
0.701924	35.2397
0.701651	35.192
0.701565	35.1732
0.701299	35.1174
0.700579	35.1151
0.700382	35.114
0.700326	35.107
0.700296	35.0916
0.700251	35.0691
0.698937	35.0561
0.698915	35.028
0.698801	34.9637
0.698689	34.8796
0.698559	34.8517
0.69701	34.8257
0.696716	34.7418
0.695667	34.7312
0.694782	34.6935
0.69472	34.6814
0.694548	34.6487
0.694471	34.6454
0.693539	34.5929
0.693292	34.5838
0.693166	34.5707
0.693008	34.553
0.692853	34.4831
0.692421	34.4773
0.692363	34.3821
0.692258	34.3819
0.691614	34.2857
0.691531	34.2743
0.690591	34.246
0.690431	34.1689
0.690214	34.1491
0.690132	34.1053
0.689838	34.0419
0.689571	34.0203
0.689296	33.9985
0.688292	33.9508
0.687988	33.8943
0.68791	33.8616
0.687857	33.8594
0.687616	33.8368
0.686449	33.8004
0.685942	33.7748
0.685866	33.764
0.685789	33.7317
0.685647	33.652
0.684434	33.5645
0.684105	33.5253
0.683449	33.5245
0.682912	33.5227
0.682681	33.5222
0.682585	33.4889
0.682492	33.4737
0.682323	33.4417
0.682245	33.418
0.682231	33.396
0.682201	33.3784
0.682165	33.3777
0.681742	33.3665
0.681659	33.3642
0.681344	33.3346
0.680871	33.3294
0.680373	33.3246
0.680105	33.3184
0.680022	33.316
0.679391	33.2788
0.678751	33.2341
0.678717	33.2063
0.678646	33.2022
0.678611	33.177
0.678471	33.1712
0.678453	33.1561
0.678232	33.1085
0.678231	33.1051
0.677985	33.0963
0.67754	33.0946
0.67753	33.0748
0.677311	33.0741
0.677188	33.0326
0.67686	33.0262
0.676725	33.0242
0.676305	33.0191
0.67618	33.0142
0.675676	32.9816
0.675668	32.9236
0.674557	32.8672
0.674311	32.8397
0.674081	32.8271
0.674075	32.7963
0.673916	32.757
0.673285	32.7462
0.673153	32.7188
0.672338	32.7184
0.672106	32.7152
0.672092	32.7137
0.671451	32.6533
0.670924	32.6373
0.670755	32.6161
0.670508	32.5853
0.670191	32.5772
0.669887	32.5049
0.66979	32.413
0.669539	32.4051
0.669524	32.369
0.66946	32.3026
0.669288	32.2337
0.6692	32.2044
0.66905	32.12
0.668528	32.1151
0.668397	32.1065
0.668124	32.1032
0.66752	32.0871
0.667495	32.086
0.667465	31.995
0.667208	31.9774
0.667019	31.9722
0.666655	31.9589
0.666546	31.9587
0.66613	31.9386
0.666059	31.9231
0.665974	31.9179
0.665907	31.8717
0.665726	31.8497
0.665226	31.8354
0.665203	31.8241
0.665195	31.8226
0.664044	31.8115
0.663955	31.8056
0.661306	31.7704
0.661139	31.7633
0.66073	31.7589
0.660681	31.7324
0.660391	31.6886
0.659908	31.6832
0.659905	31.614
0.659692	31.5671
0.659316	31.5242
0.659167	31.4789
0.659029	31.4708
0.658873	31.4707
0.658502	31.3267
0.658143	31.3149
0.657959	31.2852
0.65752	31.2817
0.65748	31.2349
0.657411	31.2272
0.657199	31.2251
0.656539	31.2186
0.655496	31.2026
0.655405	31.192
0.655141	31.184
0.655099	31.0544
0.654615	31.0335
0.654198	31.0278
0.65406	31.0203
0.653044	31.017
0.652762	31.0045
0.652358	30.9534
0.652152	30.9172
0.651998	30.9095
0.651535	30.8975
0.650972	30.8445
0.650845	30.8381
0.650539	30.8236
0.650154	30.8198
0.649917	30.7498
0.649847	30.7424
0.649272	30.6826
0.648662	30.6322
0.647431	30.6206
0.647276	30.6173
0.646919	30.5779
0.64617	30.5756
0.645976	30.5384
0.645958	30.5053
0.645535	30.4974
0.645533	30.4857
0.64547	30.4825
0.645304	30.4455
0.644725	30.441
0.64443	30.3165
0.64433	30.2797
0.644228	30.2599
0.643913	30.2362
0.643784	30.2225
0.643493	30.1364
0.643216	30.1173
0.643137	30.1138
0.642292	30.0812
0.64202	30.0462
0.641999	30.0212
0.641774	29.9898
0.641045	29.9888
0.640785	29.9607
0.640145	29.9359
0.640001	29.9213
0.639913	29.8939
0.639669	29.8626
0.63953	29.8537
0.639496	29.7798
0.639433	29.765
0.639406	29.7402
0.639197	29.6856
0.639046	29.6624
0.638894	29.6606
0.638663	29.6369
0.638566	29.6343
0.638262	29.6157
0.638166	29.5817
0.638051	29.5785
0.638029	29.5762
0.637871	29.5653
0.637843	29.5438
0.63762	29.508
0.636911	29.503
0.636703	29.4529
0.636702	29.3286
0.636643	29.2061
0.636563	29.1603
0.636439	29.1451
0.636111	29.1285
0.635701	29.0642
0.635658	28.983
0.635351	28.977
0.63533	28.9582
0.635214	28.9446
0.634862	28.9207
0.634344	28.9167
0.634335	28.904
0.634218	28.8731
0.634151	28.8499
0.634007	28.839
0.633336	28.7866
0.633074	28.7439
0.63276	28.7279
0.632749	28.6786
0.632677	28.5922
0.632378	28.5873
0.631533	28.5853
0.631143	28.5364
0.63093	28.502
0.630822	28.4836
0.6302	28.4754
0.629818	28.4712
0.629667	28.431
0.628574	28.4147
0.628234	28.4099
0.628079	28.4081
0.62771	28.3568
0.627693	28.3329
0.627528	28.3206
0.626419	28.3131
0.626353	28.241
0.626226	28.2273
0.62617	28.2197
0.625452	28.2099
0.625135	28.1262
0.625064	28.0953
0.624829	28.0628
0.624357	28.0585
0.623562	28.053
0.623508	28.0139
0.623245	27.9859
0.62318	27.9836
0.623097	27.9499
0.623068	27.9316
0.622985	27.9111
0.622732	27.8851
0.622374	27.8802
0.621742	27.8241
0.621337	27.7962
0.620894	27.7445
0.620482	27.7199
0.620002	27.6408
0.619869	27.6209
0.619698	27.6045
0.619435	27.5941
0.617991	27.5422
0.617436	27.5354
0.617367	27.513
0.617314	27.5106
0.616769	27.4872
0.616449	27.4439
0.616429	27.4312
0.616366	27.3885
0.615402	27.3789
0.614555	27.3581
0.614533	27.3556
0.614432	27.3493
0.61432	27.344
0.614264	27.2283
0.613764	27.2278
0.613448	27.2247
0.613358	27.2211
0.612822	27.1674
0.612678	27.1522
0.612262	27.1491
0.612006	27.0939
0.61144	27.0871
0.610821	27.0839
0.610798	27.0778
0.610796	27.0774
0.610583	27.0754
0.610211	27.0249
0.610066	26.9847
0.610066	26.9771
0.609858	26.9125
0.609159	26.9125
0.609017	26.8827
0.608382	26.8768
0.608277	26.838
0.607975	26.8357
0.607941	26.8127
0.607926	26.7728
0.607843	26.7077
0.607766	26.7071
0.60745	26.6733
0.606894	26.6662
0.606882	26.642
0.60641	26.6307
0.606131	26.5988
0.605651	26.5869
0.605588	26.5665
0.605004	26.5198
0.604547	26.4405
0.604206	26.4022
0.604043	26.3861
0.603989	26.3769
0.603543	26.3672
0.603348	26.3557
0.602654	26.3514
0.601894	26.3053
0.601637	26.2349
0.601568	26.2129
0.601458	26.1809
0.601419	26.1522
0.601136	26.1012
0.600974	26.0948
0.600818	26.0782
0.599543	26.0296
0.599487	26.0083
0.599091	25.9965
0.598638	25.9963
0.598562	25.9731
0.598507	25.8979
0.59848	25.8806
0.598451	25.8708
0.598142	25.8668
0.597657	25.857
0.59756	25.8146
0.597509	25.813
0.597035	25.8037
0.596961	25.8023
0.596855	25.7813
0.596314	25.7797
0.596109	25.7635
0.596072	25.7519
0.596003	25.748
0.595302	25.7167
0.595289	25.6981
0.594646	25.692
0.594507	25.6682
0.594332	25.6608
0.593833	25.6588
0.593548	25.6261
0.593399	25.5989
0.59298	25.5843
0.592043	25.5735
0.592019	25.5403
0.591983	25.5177
0.591204	25.5075
0.590531	25.5042
0.590456	25.4811
0.590339	25.45
0.590071	25.4276
0.589958	25.4226
0.589625	25.4207
0.589618	25.3722
0.589536	25.3625
0.589534	25.341
0.589509	25.3378
0.58934	25.3368
0.588956	25.3004
0.588805	25.281
0.588662	25.2783
0.588649	25.2738
0.588348	25.2013
0.588329	25.1585
0.588251	25.1551
0.587397	25.1248
0.587358	25.1043
0.587307	25.086
0.587156	25.0684
0.586975	25.0522
0.586496	25.0522
0.586267	25.0382
0.586204	25.0333
0.586087	25.0238
0.585579	24.991
0.585535	24.9597
0.585039	24.9512
0.584426	24.935
0.584276	24.9342
0.584219	24.8814
0.583706	24.8763
0.583691	24.8753
0.583311	24.8674
0.583297	24.851
0.583218	24.8501
0.583104	24.7883
0.582475	24.7837
0.582266	24.7625
0.581205	24.7553
0.581079	24.7223
0.580875	24.718
0.580614	24.7143
0.580498	24.7001
0.580321	24.6991
0.580211	24.6741
0.579859	24.6712
0.579817	24.6495
0.579482	24.6068
0.579356	24.6038
0.579326	24.6036
0.579197	24.6036
0.578733	24.5681
0.577502	24.5589
0.577468	24.5212
0.577428	24.5072
0.576756	24.5005
0.576707	24.4259
0.576465	24.4207
0.576085	24.4185
0.57581	24.4029
0.575726	24.3677
0.575661	24.3512
0.575561	24.3502
0.575314	24.3181
0.57519	24.2892
0.575096	24.2871
0.574853	24.2793
0.574462	24.253
0.57435	24.2132
0.573624	24.2075
0.573461	24.161
0.572937	24.1584
0.572765	24.1388
0.572653	24.1332
0.572106	24.127
0.572094	24.124
0.571642	24.1217
0.571623	24.1215
0.571487	24.1059
0.571456	24.0997
0.571273	24.0977
0.570991	24.0352
0.57081	24.0053
0.570796	23.9969
0.570745	23.8962
0.570058	23.8868
0.569998	23.8784
0.56988	23.8513
0.569779	23.8216
0.569742	23.8205
0.569222	23.8117
0.568855	23.8077
0.568813	23.7912
0.568706	23.787
0.568679	23.7705
0.567919	23.7407
0.567594	23.7019
0.56746	23.6989
0.56706	23.6824
0.566823	23.6791
0.566354	23.6548
0.565598	23.6528
0.565581	23.6418
0.56527	23.6413
0.565161	23.6335
0.56503	23.6223
0.56466	23.6028
0.564411	23.59
0.564152	23.5793
0.563746	23.5588
0.563726	23.5335
0.563478	23.5169
0.562538	23.514
0.562409	23.49
0.562308	23.3461
0.56222	23.3457
0.561618	23.3285
0.561205	23.3136
0.561064	23.266
0.560789	23.2107
0.560677	23.2052
0.560248	23.1864
0.560102	23.1689
0.559758	23.1549
0.559734	23.0802
0.559477	23.0754
0.559443	23.0702
0.558809	23.0697
0.558702	23.0455
0.558374	23.0275
0.558354	22.9941
0.558065	22.9751
0.557397	22.9731
0.557144	22.8825
0.557068	22.8768
0.556418	22.8388
0.556375	22.8318
0.555988	22.8309
0.555975	22.7429
0.555558	22.7175
0.55553	22.6815
0.555357	22.6664
0.555161	22.6422
0.554805	22.6385
0.554749	22.6251
0.554747	22.5637
0.554659	22.5391
0.554645	22.5161
0.554513	22.5118
0.554377	22.4767
0.554355	22.4684
0.554278	22.4589
0.554104	22.4543
0.55369	22.4511
0.553475	22.4125
0.553469	22.3982
0.552899	22.3948
0.552752	22.3755
0.552519	22.326
0.552315	22.3178
0.551983	22.3012
0.551771	22.2732
0.551245	22.2681
0.551212	22.266
0.551104	22.2651
0.551003	22.213
0.550993	22.1893
0.550979	22.1277
0.550775	22.1261
0.550674	22.1189
0.550594	22.1122
0.550444	22.075
0.550319	22.0549
0.550057	22.0265
0.54973	21.9349
0.549362	21.9323
0.549279	21.9182
0.548705	21.9149
0.548682	21.8815
0.548069	21.8547
0.547726	21.8293
0.547674	21.8008
0.547553	21.7849
0.546974	21.7807
0.546362	21.7786
0.545716	21.7511
0.545402	21.7344
0.545099	21.7312
0.544864	21.7248
0.544334	21.7088
0.543678	21.6632
0.543672	21.6535
0.543245	21.61
0.543036	21.576
0.54279	21.5609
0.542715	21.5433
0.542533	21.5371
0.541777	21.5
0.541684	21.4412
0.540651	21.4194
0.539716	21.3921
0.538903	21.3903
0.538733	21.3577
0.538439	21.3561
0.538383	21.3425
0.53786	21.3394
0.537315	21.3311
0.537177	21.3171
0.537172	21.3121
0.536923	21.3016
0.5366	21.2502
0.536258	21.208
0.536114	21.1336
0.536077	21.1107
0.535982	21.1072
0.535004	21.0768
0.534464	21.0607
0.534435	21.0468
0.534031	21.04
0.533644	20.9965
0.533388	20.9775
0.533208	20.9482
