ExampleD	ExampleD
Reference Pedigree	Family tree
0.000476766	594033
0.000476751	591135
0.000476377	590954
0.000475471	590875
0.00047472	590481
0.000474228	589660
0.00047364	587561
0.000473466	586437
0.000472404	585857
0.000472121	585396
0.000471924	584930
0.000469818	584278
0.000469655	584267
0.00046945	583028
0.000469302	582795
0.000468901	582742
0.000467197	580604
0.000466109	580161
0.000464431	579555
0.000461637	577775
0.000460336	577191
0.000459716	576705
0.000459706	576325
0.000459615	576096
0.000458355	575744
0.000458335	571994
0.000455888	571820
0.000454888	571777
0.000453392	570997
0.000452674	569508
0.000452335	569488
0.000452074	569309
0.000452056	568994
0.000451531	568662
0.000450945	567528
0.000450289	566954
0.000449939	566902
0.00044872	566792
0.000447624	566703
0.000445811	566143
0.000444922	565478
0.000444243	564606
0.000442677	563032
0.000441725	561775
0.000441517	561151
0.000440178	560701
0.000440159	560434
0.000439914	560380
0.000438398	558800
0.00043802	558300
0.000437829	557245
0.000436342	556851
0.000435941	556805
0.000434636	556641
0.000434475	554188
0.000432608	553824
0.000430597	553328
0.000429249	552253
0.000429052	550925
0.000428434	550910
0.000428163	550356
0.000427161	550106
0.000426442	549464
0.000426199	548940
0.000424756	548440
0.000424285	548434
0.000424202	546021
0.000423857	545267
0.000423559	544642
0.000422905	543951
0.000422168	543846
0.000421866	542940
0.000421117	542780
0.000420975	541800
0.000420671	540979
0.000419322	540209
0.0004188	539967
0.000418708	539810
0.000418365	539745
0.000417004	538717
0.000416239	538067
0.000415925	537687
0.000415741	537194
0.000415603	536461
0.000415339	535898
0.000414424	535530
0.000413373	535081
0.000412616	534376
0.000412423	533683
0.000412237	533558
0.000411705	532916
0.000409065	532679
0.000409011	532493
0.000408882	532011
0.000407694	531895
0.000406862	531467
0.000406131	531361
0.000405576	530507
0.000405264	530426
0.000404402	529675
0.000403444	529204
0.000402053	526391
0.000400157	525900
0.000399986	525717
0.000396704	525624
0.000396669	525429
0.000396243	524463
0.00039529	524103
0.00039461	522738
0.000393662	521575
0.000393635	520889
0.000393321	520782
0.000393198	520498
0.000393122	520365
0.000392388	519503
0.000392258	518991
0.000391613	518265
0.000391478	517667
0.000390308	517174
0.000389952	516759
0.000389396	516731
0.000388996	516636
0.000388822	515587
0.000388444	515393
0.00038843	515273
0.000387398	515145
0.00038723	514887
0.00038452	514518
0.000382787	513880
0.000382513	513243
0.000382226	512350
0.000381778	512286
0.000381131	512272
0.000380221	511194
0.000380149	510483
0.00037984	510241
0.000379498	507817
0.000379426	507338
0.000379379	507033
0.000379248	505897
0.000378224	505783
0.000377834	503332
0.00037667	502818
0.00037622	502448
0.000375679	501814
0.000375223	500722
0.000374491	499291
0.000374102	498435
0.00037274	497793
0.0003716	497714
0.00037137	497393
0.000370936	496730
0.00037089	495782
0.000369572	495503
0.000368701	494656
0.000368384	494138
0.000368359	493558
0.000368323	491635
0.000367415	491452
0.000367189	490538
0.00036699	489749
0.000366966	489251
0.000366159	488718
0.000365391	488076
0.000365241	485843
0.000364813	485485
0.00036456	483569
0.000364253	481617
0.000363672	481326
0.000363522	480345
0.000362848	479914
0.000362846	478320
0.000362483	477824
0.000359839	477702
0.00035978	476345
0.000359343	475852
0.000358817	474642
0.000358052	473977
0.000357531	472848
0.000357448	472786
0.000356935	472569
0.000356802	472495
0.000356211	472226
0.000356122	472214
0.000354965	470986
0.000354861	470721
0.000354804	469812
0.000354255	469611
0.00035369	467401
0.000350974	467264
0.00035005	467061
0.000349848	466835
0.000349664	466795
0.000349421	466536
0.000348281	466389
0.000347893	466318
0.000347452	465500
0.000346427	465029
0.000345273	462787
0.000344386	461120
0.000344162	460716
0.000344091	460158
0.000344057	459931
0.000343551	459188
0.000343507	458790
0.000343168	457262
0.000342141	455838
0.000342062	455813
0.00034036	455170
0.000338909	454953
0.00033881	454647
0.000336907	454441
0.000336867	454273
0.000335168	453724
0.000334298	452801
0.000333832	452607
0.000333741	452333
0.000333677	452312
0.000333501	448866
0.00033342	446859
0.00033156	446347
0.000330665	445471
0.000330632	444287
0.00033027	442504
0.000329841	440310
0.000329529	439534
0.000329429	438741
0.000327898	437692
0.000327343	435360
0.00032684	433303
0.000326794	433262
0.00032611	432936
0.00032578	431968
0.000325695	431764
0.000325521	431238
0.000324882	431076
0.000324709	430998
0.000324035	429634
0.000323916	428651
0.00032378	428519
0.000323602	427678
0.000323167	427205
0.000322822	427004
0.000321772	423906
0.000320749	422605
0.00032043	422549
0.000320391	422462
0.000320125	422209
0.000319736	421256
0.000319536	421041
0.000319532	420124
0.000319269	419722
0.000319104	419207
0.000318487	419113
0.000317948	418931
0.00031737	418280
0.000316704	418210
0.000316058	417908
0.000315409	416565
0.00031521	416469
0.000314696	415994
0.000314012	415603
0.000313532	414805
0.00031259	414416
0.000312198	414232
0.000311986	414206
0.000311203	413911
0.000310857	413719
0.00031031	413252
0.000309105	412876
0.000308994	411832
0.000308794	410457
0.000308192	410121
0.000308027	409550
0.000306938	409178
0.000306936	408510
0.000306889	408425
0.00030683	408325
0.000306281	408272
0.000306125	408026
0.000306054	407397
0.000305982	406542
0.000305676	405597
0.000304919	405444
0.000304912	405127
0.000304882	404793
0.000303631	404701
0.000303502	403386
0.00030347	402431
0.000303148	402299
0.000302966	401781
0.000302763	401341
0.00030269	400976
0.000302667	400632
0.000302328	400000
0.000301947	399731
0.00030148	399648
0.000301446	398728
0.00030131	398563
0.000300936	398412
0.000300885	398127
0.000300816	397708
0.000299975	397291
0.00029981	396754
0.00029917	396695
0.000298294	396692
0.000298078	396588
0.000297771	395676
0.000297725	395317
0.000297571	394957
0.000297397	394304
0.000296998	394032
0.00029688	393509
0.000295843	392481
0.000295748	391958
0.00029547	391808
0.000294933	391491
0.000294565	391292
0.000294037	390761
0.000293841	390207
0.000293817	390183
0.000293799	389578
0.000293695	389365
0.000292016	389353
0.000291494	389291
0.000291112	388731
0.00029111	388577
0.000291018	388488
0.000290718	388480
0.000290446	387590
0.000290378	387011
0.00029036	385612
0.000290078	385260
0.000289843	385240
0.000289378	384378
0.000288985	383699
0.000288887	383442
0.000288634	382770
0.000288568	381883
0.000288193	381870
0.000287765	381154
0.000287557	380861
0.000287284	380704
0.000287278	380583
0.000286946	380502
0.000286738	379669
0.000286615	379230
0.000286521	379134
0.000285281	378659
0.000285247	378486
0.000285146	376115
0.000283825	374613
0.00028286	373615
0.000282673	373484
0.000282575	373284
0.000282513	372669
0.000282293	372345
0.000282174	371989
0.000282003	371613
0.000281986	371398
0.000281775	371395
0.000281545	371235
0.00028137	371189
0.000280857	370925
0.00028074	370495
0.000279518	370333
0.000279166	370239
0.000278754	369867
0.000278718	369313
0.000278436	368833
0.000278372	368775
0.000278236	368444
0.00027796	367443
0.000276905	367199
0.000276477	366356
0.000275297	366251
0.00027388	366236
0.000273462	365731
0.000272854	365571
0.000272385	365567
0.000271459	364849
0.0002712	363646
0.00027068	363219
0.000270222	362256
0.000269013	362249
0.000268149	362082
0.000267959	361232
0.000267531	360456
0.000267068	360046
0.000266897	359911
0.000266579	359841
0.000266447	359473
0.000266237	358916
0.000266124	358685
0.000265586	358679
0.000265311	358326
0.000265156	357813
0.000264761	357588
0.000264702	357349
0.000264573	356839
0.000264553	355843
0.000263847	354778
0.000263772	354710
0.000263021	354488
0.000262471	353841
0.000261967	353713
0.000260873	352993
0.000260864	352701
0.000260313	352351
0.000260219	351783
0.00026008	350918
0.000259781	350827
0.000259606	350822
0.000259359	349637
0.00025918	349414
0.00025917	348632
0.000258607	348376
0.000258378	348121
0.000258281	348039
0.000258269	346786
0.000257912	346626
0.000257276	345756
0.000256759	344843
0.000256708	344046
0.000256684	343653
0.000256677	343574
0.000256614	342993
0.000256495	342677
0.000256385	342585
0.000256297	341662
0.000255461	341493
0.000254246	341410
0.000254128	340710
0.000253807	340553
0.000252273	340434
0.00025221	339579
0.000251933	339109
0.000251794	338600
0.000251479	338345
0.000251139	338086
0.000251018	337590
0.000249863	337352
0.000249742	336653
0.000249734	336541
0.000249702	336230
0.000249566	336207
0.000248953	336081
0.000248583	335998
0.00024827	334994
0.000248049	334973
0.000247564	334629
0.000247472	333996
0.000246874	333324
0.000246355	332425
0.000245551	331784
0.000245526	330981
0.000245162	329819
0.000244727	329180
0.000244471	327884
0.000244258	327545
0.000243347	327398
0.000243192	327275
0.000242816	327126
0.000242755	326339
0.000242445	326017
0.000242232	325725
0.000242174	325473
0.000242083	324943
0.000242038	324828
0.000241715	324112
0.000241644	322101
0.000241286	321640
0.000241076	320206
0.000239997	320190
0.00023987	319753
0.000239661	319115
0.000239483	318861
0.000238983	318800
0.00023788	318297
0.0002374	318251
0.000237323	318012
0.000237196	317165
0.000237048	316946
0.000236665	316921
0.000236121	316888
0.000235844	316864
0.000235696	315680
0.000235492	315668
0.00023522	315405
0.000234438	315398
0.000234427	314696
0.000233551	314184
0.000233266	313595
0.000233136	313261
0.000233049	312841
0.000232477	312275
0.000232434	312109
0.000232293	310903
0.000232207	310672
0.000230986	310610
0.000229801	310609
0.000229445	310580
0.000229364	310141
0.000229074	309148
0.000228348	308745
0.000228323	308499
0.000228284	308175
0.000227904	307704
0.000227223	307665
0.000227109	307514
0.00022708	307174
0.000226695	307092
0.000226643	306865
0.000226443	306656
0.000226371	306537
0.000225606	306299
0.000225387	306176
0.000225207	306152
0.00022506	304998
0.000224929	303054
0.000224762	302875
0.000222632	302768
0.000222332	302727
0.000221994	302027
0.000220906	301381
0.000220502	300890
0.000220456	300804
0.000220307	299840
0.000220255	299515
0.000219952	299374
0.00021894	298875
0.000218546	297721
0.000218443	297172
0.000218274	297089
0.000218271	296646
0.000217575	296429
0.000217347	295738
0.00021716	295617
0.000216465	295479
0.000216342	294890
0.000216303	294671
0.000216123	294050
0.000215252	293774
0.000215196	293298
0.000215186	293249
0.000214995	292682
0.00021419	292606
0.000213877	291754
0.000213125	291596
0.000213084	291171
0.000212657	291087
0.000212485	290667
0.000212186	290533
0.000211347	290199
0.000210603	289924
0.000210244	289822
0.000209772	288994
0.000209471	287944
0.000209251	287663
0.000208931	287002
0.000208581	286907
0.00020798	286844
0.000207852	286827
0.000207581	286451
0.000207398	286248
0.000207182	285482
0.000207126	285384
0.000206835	285360
0.000206445	285021
0.000206027	284837
0.000205966	284394
0.000205921	284122
0.000205504	284121
0.000205353	284077
0.000205066	283888
0.000204443	283858
0.000204	283858
0.000203832	283714
0.000203741	283468
0.000203588	282965
0.00020358	282884
0.000202882	282435
0.000202664	281553
0.000202424	280976
0.000202368	280968
0.00020219	280400
0.000202083	280191
0.000201287	279734
0.000201246	279659
0.000201157	279243
0.000201101	278860
0.000200577	278742
0.000200513	278716
0.000200254	278239
0.00019994	278148
0.000199802	278143
0.000199765	278136
0.000199166	278080
0.000198732	278018
0.000198478	277804
0.000198388	277763
0.000198205	277626
0.000198115	277508
0.000197936	276978
0.000197821	276976
0.00019773	276871
0.000197347	275891
0.000197147	275609
0.000196697	275609
0.000195757	275519
0.00019572	275139
0.000195234	274541
0.000194456	274380
0.000194139	274084
0.000194115	273415
0.000193938	273289
0.000193827	273109
0.000193723	273087
0.000193325	272504
0.00019327	272276
0.000193001	272142
0.00019298	271848
0.000192969	271846
0.000192937	271707
0.000192637	271435
0.000192565	271260
0.000192543	271053
0.000192262	270414
0.000191804	270134
0.000191702	270022
0.000191358	269775
0.000191133	269278
0.000190959	268913
0.000190275	268054
0.00019017	268044
0.000190074	268039
0.000190047	267674
0.000189938	267475
0.00018979	266405
0.000189762	265707
0.000189685	264460
0.000189262	263975
0.000189199	263771
0.000189095	262706
0.000188477	262549
0.000188459	262053
0.000187628	261893
0.000187445	261761
0.000187342	261411
0.000187308	261176
0.000187152	261025
0.000186772	260990
0.000186422	259809
0.00018642	259780
0.000186364	259649
0.000185786	259138
0.000185778	259133
0.000185704	259097
0.000185572	258341
0.000185139	258174
0.000184308	258080
0.000184153	257723
0.000183871	257586
0.000183833	257244
0.000183423	256570
0.00018335	256436
0.000183245	256324
0.000182615	255630
0.000182607	255455
0.000182352	255135
0.000181776	254814
0.00018146	254755
0.000181414	254236
0.000181361	253753
0.000181156	253568
0.000181098	253214
0.000180872	253179
0.000180809	252521
0.000180072	252420
0.00017933	252059
0.000177921	250861
0.000177903	250469
0.000177789	250394
0.000177737	250255
0.000177713	250058
0.000177599	248922
0.000177595	248913
0.00017753	248840
0.000177529	248140
0.000177518	248120
0.000176862	247971
0.000176693	247834
0.000176418	247673
0.000176241	247581
0.000175901	247126
0.000175823	246827
0.00017581	246612
0.000175708	246453
0.000175604	246312
0.000175235	246232
0.000174959	246181
0.000174956	246109
0.00017485	245972
0.000174545	245851
0.000174188	245618
0.000173994	245450
0.000173973	245102
0.000173836	244924
0.000173498	244676
0.000173116	244354
0.00017269	243903
0.000172663	243735
0.000172192	243523
0.000171904	243402
0.000171894	243308
0.000171268	242328
0.000171061	242136
0.000171036	242101
0.000170859	241950
0.000170614	241753
0.000170588	241561
0.000170436	241544
0.000170125	241411
0.000169852	240879
0.000169829	240675
0.000169735	240577
0.000169713	240281
0.00016903	240238
0.000169025	240112
0.000168628	239981
0.000168231	239825
0.000168085	239635
0.000167908	238850
0.000167503	238671
0.000167421	238463
0.000167359	238439
0.000167333	238320
0.000167169	237919
0.00016694	237589
0.000166907	237571
0.000166804	236727
0.000166527	236636
0.000166441	236044
0.000166269	235460
0.000165969	235380
0.000165923	234540
0.000165741	233946
0.000165656	233683
0.000165562	233653
0.00016553	233220
0.000164989	231780
0.000164425	231626
0.000164363	231490
0.000164147	231279
0.000164018	231206
0.000163683	231070
0.000163167	231033
0.000162893	230922
0.000162866	230752
0.000162853	230674
0.000162743	230535
0.000162473	230503
0.000162146	230201
0.000162124	229509
0.000161988	228692
0.000161887	228667
0.000161659	228520
0.0001615	228286
0.000160937	228122
0.000160928	228041
0.000160456	227842
0.000160387	227632
0.00015992	227626
0.000159774	227572
0.000159767	227066
0.000159629	226943
0.000159229	226738
0.000159117	226508
0.000159115	225941
0.000158868	225827
0.000158789	224888
0.000158587	224670
0.000157861	224160
0.000157264	223841
0.00015704	222961
0.000156972	222505
0.0001569	222169
0.000156871	221997
0.000156031	221274
0.000156023	220262
0.000155826	220253
0.000155752	219852
0.000155654	219367
0.00015552	219227
0.000154718	219097
0.000154706	219045
0.000154596	218973
0.000153933	218712
0.000153804	218693
0.000153597	218193
0.000153569	218089
0.000153042	217838
0.000152763	217778
0.000152688	217729
0.000152284	217382
0.000152023	217169
0.00015185	216511
0.000151634	216352
0.000151348	216273
0.000151043	216126
0.000150645	216011
0.000150591	215848
0.000150366	215400
0.000150008	215373
0.000149411	215223
0.000149244	214414
0.000149043	213832
0.000148925	213657
0.000148882	213543
0.000148028	213425
0.000147861	213379
0.000147834	213245
0.000147791	213085
0.000147667	212770
0.000147274	212418
0.000147054	211092
0.000147046	211070
0.000146866	210978
0.000146817	210962
0.000146671	210891
0.000146206	210869
0.000146178	210412
0.000146165	209144
0.000145789	209106
0.000145705	208754
0.000145553	208550
0.00014547	207494
0.000144674	207346
0.000144353	207297
0.000144343	207133
0.000144246	206858
0.000144243	206635
0.000144154	206608
0.000143861	206129
0.000143845	206078
0.000143826	205849
0.000142973	205675
0.000142746	204426
0.000142527	204269
0.000142433	204256
0.000142372	204243
0.000142125	204218
0.000141971	203513
0.000141924	203337
0.000141911	203238
0.000141609	203129
0.000141561	203087
0.0001415	202942
0.000141481	202723
0.000141317	202389
0.000141293	202306
0.00014128	202025
0.000141193	201904
0.000141026	201808
0.000140924	201491
0.000140822	201143
0.000140757	201101
0.000140582	201014
0.000140363	200079
0.000139921	199948
0.000139881	199742
0.000139598	199623
0.000139502	198681
0.000138817	198651
0.000138528	198547
0.000138477	198486
0.000138466	198221
0.000137956	198032
0.000137852	197745
0.00013777	197665
0.000137757	197547
0.000137741	197057
0.00013774	196964
0.000137674	196962
0.000137666	196234
0.000137137	196133
0.000136931	195226
0.000136883	194649
0.00013671	194088
0.000136692	194053
0.000136537	193928
0.000136255	193801
0.000136253	193568
0.000135787	192859
0.000135255	192617
0.00013481	192591
0.000134481	192537
0.000134179	192498
0.000134159	192441
0.000134013	192407
0.000133969	192393
0.000133537	192368
0.000133452	192290
0.000133309	192220
0.000132847	191720
0.000132483	190997
0.000132466	190784
0.000132104	190526
0.000132	190426
0.000131952	189534
0.00013185	189503
0.00013168	189427
0.000131551	189298
0.000131385	189224
0.00013114	189205
0.000131102	188906
0.000131038	188819
0.000130982	188658
0.000130816	188647
0.000130664	188617
0.000130579	188554
0.000130243	188521
0.000130157	188053
0.000130065	188050
0.000129792	187973
0.000129585	187879
0.00012957	187705
0.00012912	187369
0.000129086	186998
0.000128852	186775
0.000128831	186347
0.000128803	186329
0.000128715	185664
0.000128141	184900
0.000128095	184471
0.000128052	184419
0.000128045	184139
0.000127951	183974
0.000127733	183765
0.000127709	183728
0.000127063	183629
0.000126464	183474
0.000126433	183294
0.000125711	183205
0.000125498	182903
0.000125403	182079
0.000124939	181475
0.000124932	180939
0.000124755	180867
0.000124722	180357
0.000124549	180172
0.000124514	180143
0.000124257	179930
0.000124178	179782
0.000124103	179634
0.000124062	179623
0.000123969	179119
0.000123916	178800
0.000123796	178312
0.000123759	178268
0.000123236	178011
0.000123181	177764
0.000122908	177742
0.000122786	177538
0.000122662	177478
0.000122559	177462
0.000122536	177412
0.000122431	177210
0.000122116	177016
0.000122098	176848
0.000121936	176564
0.000121519	176319
0.000121405	176060
0.000121292	175806
0.000121215	175667
0.000121174	175471
0.000121104	175304
0.000120932	175236
0.000120909	175140
0.000120901	175117
0.00012087	174734
0.000120831	174501
0.00012061	174462
0.000120563	174319
0.000120556	174120
0.000120173	174044
0.0001201	173720
0.000120033	173659
0.000119991	173503
0.00011958	173385
0.0001189	173347
0.000118885	173220
0.000118572	173132
0.000118011	173129
0.000117856	173083
0.000117601	172675
0.000117345	172452
0.000117151	172433
0.000117075	172403
0.000116942	172185
0.000116812	172150
0.000116738	172024
0.000116639	171962
0.000116595	171962
0.000116593	171871
0.000116582	171684
0.000116151	171520
0.000116064	171493
0.000115507	171475
0.000115163	171442
0.000115071	171436
0.000114812	171402
0.000114185	171140
0.000114148	171037
0.000114115	171016
0.000114106	170752
0.000114094	170552
0.000113933	170423
0.000113844	170021
0.00011381	169985
0.000113626	169881
0.000113473	169737
0.000113338	169731
0.000113076	169502
0.000113045	169473
0.000112867	169468
0.000112837	169316
0.000112814	168895
0.000112671	168730
0.000112597	168547
0.000112589	168449
0.0001123	168230
0.000111531	167922
0.000111506	167891
0.000111364	167793
0.000110915	167692
0.00011088	166882
0.000110715	166699
0.000110476	166642
0.000110309	166412
0.000110232	166223
0.000110221	165626
0.000110126	165495
0.000110116	165170
0.000110021	165164
0.000109904	165110
0.000109866	164742
0.000109721	163811
0.000109713	163654
0.000109669	163606
0.000109522	163593
0.00010945	163368
0.000109314	162377
0.000109216	162319
0.000109113	161914
0.000108746	161801
0.000108742	161727
0.000108675	161498
0.000108664	161479
0.000108538	160990
0.000108196	160974
0.000108135	160933
0.000107777	160895
0.000107562	160812
0.000107426	160456
0.000107181	160440
0.000107122	160431
0.000107107	160411
0.000107078	160394
0.000106924	159976
0.000106667	159920
0.00010643	159054
0.00010641	158995
0.000106407	158788
0.000106379	158740
0.000106279	158697
0.000106066	158690
0.000105798	158684
0.00010574	158382
0.000105346	158261
0.000105315	157842
0.00010529	157776
0.000105144	157589
0.000105097	157476
0.000104959	157355
0.000104898	156218
0.000104697	156183
0.000104582	156101
0.000104546	155789
0.00010432	155726
0.000104229	155644
0.000104221	155173
0.000104002	154962
0.000103919	154911
0.00010363	154866
0.000103408	154862
0.000103381	154740
0.000103313	154468
0.00010321	154349
0.000103148	154308
0.000103139	154307
0.000103104	154301
0.000103102	154200
0.00010282	154065
0.000102805	153983
0.000102692	153285
0.000102517	153273
0.000102431	153102
0.000102321	152713
0.000102246	152711
0.000102217	152682
0.000102181	152588
0.000102151	152542
0.000102065	152440
0.000101955	152157
0.000101823	151916
0.00010171	151797
0.000101564	151399
0.000101473	151232
0.000101344	151147
0.000101252	150981
0.000101093	150888
0.000100882	150866
0.000100839	150809
0.000100827	150789
0.000100724	149796
0.000100673	149347
0.000100077	149164
9.98402E-05	149094
9.96215E-05	149076
9.93728E-05	148975
9.91901E-05	148900
9.91776E-05	148848
9.9147E-05	148844
9.89957E-05	148605
9.89133E-05	148501
9.88971E-05	148145
9.86353E-05	148059
9.86059E-05	148038
9.84442E-05	148004
9.81653E-05	147820
9.81488E-05	147647
9.81346E-05	147567
9.79839E-05	147485
9.78878E-05	147465
9.7862E-05	147194
9.78378E-05	147126
9.73804E-05	146907
9.73605E-05	146884
9.68068E-05	146191
9.66115E-05	145669
9.64293E-05	145415
9.61488E-05	145236
9.60691E-05	145162
9.59718E-05	145145
9.59274E-05	145131
9.57882E-05	145114
9.51835E-05	144972
9.50837E-05	144931
9.49298E-05	144909
9.48654E-05	144810
9.47833E-05	144666
9.47163E-05	144475
9.46612E-05	144472
9.45927E-05	144455
9.45539E-05	144133
9.42707E-05	144100
9.39977E-05	143956
9.38892E-05	143901
9.38132E-05	143277
9.37859E-05	143248
9.37197E-05	143229
9.35869E-05	143134
9.34323E-05	143039
0.09343	142625
9.32569E-05	142620
9.28257E-05	142575
9.27666E-05	142445
9.25368E-05	142261
9.24411E-05	142153
9.23906E-05	141679
9.23627E-05	141659
9.22689E-05	141502
9.17418E-05	141318
9.16186E-05	141231
9.13295E-05	141027
9.12055E-05	140908
9.11451E-05	140826
0.09108	140824
9.10799E-05	140615
9.10255E-05	140502
9.09062E-05	140443
9.08966E-05	139981
9.06671E-05	139680
9.03017E-05	139354
9.03014E-05	139067
9.00314E-05	139011
9.00054E-05	138711
8.99864E-05	138662
8.96353E-05	138623
8.95065E-05	138337
8.94667E-05	138166
8.94342E-05	137747
8.93515E-05	137705
8.92877E-05	137684
8.89859E-05	137541
8.89308E-05	137282
8.89047E-05	137018
8.88283E-05	136867
8.85854E-05	136702
8.85741E-05	136686
8.80567E-05	136548
8.78869E-05	136475
8.78788E-05	136443
8.77665E-05	136425
8.77526E-05	136295
8.76731E-05	136254
8.75956E-05	136140
8.75817E-05	136126
8.75601E-05	136109
8.73943E-05	136014
8.73212E-05	135767
8.72912E-05	135560
8.69793E-05	135538
8.68438E-05	135405
8.67525E-05	135314
8.66548E-05	135222
8.65235E-05	135211
8.64885E-05	135012
8.6205E-05	134942
0.08614	134914
8.60802E-05	134807
8.60231E-05	134397
8.59139E-05	134095
8.58362E-05	133351
8.56302E-05	133217
8.53822E-05	132862
8.52376E-05	132741
8.52198E-05	132470
8.4945E-05	132466
8.48908E-05	132390
8.46932E-05	132160
8.46596E-05	132133
8.45508E-05	132044
8.45388E-05	132015
8.42488E-05	131968
8.41688E-05	131917
8.39655E-05	131884
8.39393E-05	131718
8.38358E-05	131302
8.37778E-05	131187
8.37417E-05	130957
8.36998E-05	130749
8.35993E-05	130523
8.34984E-05	130421
8.33924E-05	129958
8.3387E-05	129829
8.33157E-05	129788
8.32802E-05	129630
8.32186E-05	129382
8.30397E-05	129283
8.28909E-05	129038
8.27831E-05	128980
8.26982E-05	128748
8.23434E-05	128713
8.21661E-05	128706
8.2156E-05	128698
8.1978E-05	128633
8.19744E-05	128529
8.19369E-05	128470
8.19121E-05	127959
8.18618E-05	127943
8.18484E-05	127886
8.17122E-05	127661
8.16523E-05	127613
8.1645E-05	127592
8.14483E-05	127417
8.13295E-05	127261
8.12585E-05	127131
8.12516E-05	127108
8.08294E-05	127038
8.06567E-05	126653
8.05503E-05	126632
8.05294E-05	126445
8.03938E-05	126435
8.02444E-05	126434
7.98691E-05	126395
7.98575E-05	126125
7.96006E-05	126091
7.95674E-05	125946
7.93644E-05	125845
7.91694E-05	125845
7.91261E-05	125834
7.90484E-05	125794
7.90024E-05	125454
7.89317E-05	125363
7.87811E-05	125331
7.83867E-05	124977
7.82388E-05	124925
7.8234E-05	124607
7.81927E-05	124497
7.78966E-05	124360
7.76365E-05	124316
7.7616E-05	124065
7.74934E-05	124039
7.73731E-05	123810
7.71642E-05	123796
7.71056E-05	123752
7.6954E-05	123737
7.6932E-05	123589
7.6914E-05	123423
7.69089E-05	123266
7.69005E-05	122818
7.68573E-05	122622
7.6836E-05	122242
7.68285E-05	122178
7.67481E-05	121980
7.66606E-05	121662
7.65603E-05	121335
7.65154E-05	121268
7.64877E-05	121120
7.64732E-05	121060
7.63271E-05	121060
7.62982E-05	121054
7.62892E-05	120767
7.62885E-05	120321
7.62796E-05	120227
7.60833E-05	120226
7.60658E-05	120222
7.60481E-05	120053
7.60421E-05	119960
7.58641E-05	119899
0.07574	119870
7.56782E-05	119849
7.56595E-05	119762
7.56306E-05	119486
7.56185E-05	119427
7.54084E-05	119211
7.5372E-05	119122
7.53552E-05	118847
7.53272E-05	118804
7.52377E-05	118776
7.51023E-05	118757
7.50757E-05	118747
7.48916E-05	118743
7.48493E-05	118690
7.4816E-05	118666
7.48028E-05	118496
7.47881E-05	118465
7.45125E-05	118406
7.44877E-05	118374
7.43538E-05	118243
7.43242E-05	118240
7.4166E-05	117967
7.40596E-05	117961
7.4048E-05	117952
7.40066E-05	117880
7.39507E-05	117853
7.39407E-05	117753
7.38809E-05	117727
7.37905E-05	117411
7.36841E-05	117196
7.36529E-05	117127
7.36257E-05	117058
7.36134E-05	116919
7.31276E-05	116850
7.2993E-05	116727
7.29886E-05	116422
7.28687E-05	116381
0.07286	116371
0.07284	116354
7.27956E-05	116284
7.27922E-05	116137
7.27828E-05	115902
7.27777E-05	115884
7.27045E-05	115856
7.26359E-05	115844
7.24291E-05	115830
7.23064E-05	115785
7.21869E-05	115591
7.20044E-05	115469
7.1975E-05	115277
7.19353E-05	115250
7.19336E-05	115240
7.19092E-05	114934
7.1886E-05	114764
7.17187E-05	114759
7.17174E-05	114140
7.17052E-05	114000
7.16604E-05	113774
7.14967E-05	113655
7.13917E-05	113629
7.13827E-05	113577
7.13278E-05	113550
7.12038E-05	113132
7.11992E-05	113007
7.11712E-05	112938
7.11477E-05	112854
7.10614E-05	112812
7.09753E-05	112706
7.0783E-05	112608
7.06335E-05	112444
7.04563E-05	112186
7.02996E-05	112096
7.01934E-05	111964
7.01482E-05	111680
7.01443E-05	111632
7.01224E-05	111584
6.99458E-05	111122
6.98881E-05	111078
6.98495E-05	110931
6.98354E-05	110926
6.97328E-05	110237
6.96889E-05	110186
6.95102E-05	110165
6.94778E-05	110148
6.94297E-05	110056
6.93635E-05	110010
6.93422E-05	109785
6.9228E-05	109642
6.91738E-05	109630
6.91127E-05	109591
6.90477E-05	109476
6.89683E-05	109258
6.89624E-05	109075
6.89574E-05	109038
6.88174E-05	108722
6.88139E-05	108653
6.86726E-05	108595
6.84783E-05	108573
6.84521E-05	108486
6.84139E-05	108478
6.83954E-05	108431
6.8121E-05	108415
6.8085E-05	108223
6.8081E-05	108196
6.79959E-05	108150
6.7994E-05	108135
6.79612E-05	108084
6.78875E-05	108052
6.78778E-05	108025
6.7737E-05	107961
6.76674E-05	107927
6.76301E-05	107799
6.76141E-05	107395
6.75859E-05	107371
6.75069E-05	107286
6.73381E-05	107120
6.73186E-05	106781
6.71949E-05	106489
6.70809E-05	106429
6.67665E-05	106386
6.67013E-05	106092
6.6479E-05	106033
6.6261E-05	105988
6.62157E-05	105733
6.61052E-05	105562
6.60813E-05	105449
6.60302E-05	105442
6.59339E-05	105185
6.58771E-05	105043
6.58724E-05	104315
6.58045E-05	104223
6.57707E-05	104153
6.57255E-05	104145
6.5628E-05	104126
6.5621E-05	104014
6.5549E-05	103996
6.53962E-05	103710
6.5341E-05	103505
6.53391E-05	103388
6.52635E-05	103007
6.5131E-05	102897
6.47794E-05	102833
6.46064E-05	102817
6.45521E-05	102750
6.45437E-05	102593
