ExampleD	ExampleD
Reference Pedigree	Family tree
1.64052E-05	30398.6
1.63915E-05	30365.9
1.62814E-05	30272.3
1.62228E-05	30201.2
1.61936E-05	30193
1.61697E-05	30176
1.61696E-05	30164.8
1.61523E-05	30140
1.61464E-05	30134
1.61269E-05	30093.4
1.61243E-05	30039.6
1.61031E-05	29936.7
1.60829E-05	29902.8
1.60775E-05	29870.8
1.60649E-05	29848.1
1.60493E-05	29819.7
1.59539E-05	29802.4
1.59338E-05	29770.6
1.59149E-05	29748.4
1.59008E-05	29650.8
1.58851E-05	29593.5
1.57955E-05	29569.5
1.57818E-05	29566.1
1.57809E-05	29558.7
1.57777E-05	29556.8
1.57686E-05	29512.2
1.5767E-05	29494.7
1.57665E-05	29476.4
1.5708E-05	29474.8
1.56849E-05	29474.7
1.56625E-05	29455.3
1.56227E-05	29447.6
1.56205E-05	29439.2
1.55936E-05	29397.4
1.55378E-05	29373.1
1.55305E-05	29351.4
1.55273E-05	29166.8
1.55242E-05	29161.3
1.55222E-05	29085.3
1.55177E-05	29016.2
1.55046E-05	28934.7
1.55006E-05	28910.5
1.54988E-05	28909
1.54855E-05	28902.8
1.54803E-05	28883.1
1.54485E-05	28880.4
1.54322E-05	28803.4
1.5424E-05	28791
1.54071E-05	28767.2
1.53372E-05	28740.2
1.53135E-05	28726.1
1.52908E-05	28685.2
1.5289E-05	28678.3
1.52762E-05	28558
1.52539E-05	28505.2
1.51715E-05	28483
1.51664E-05	28479.1
1.51629E-05	28458.3
1.51364E-05	28370.3
1.51194E-05	28334
1.51111E-05	28214.3
1.50876E-05	28180.8
1.50819E-05	28175.9
1.50757E-05	28162.1
1.50579E-05	28120.7
1.50364E-05	28119.5
1.49976E-05	28100.3
1.49727E-05	28098.8
1.49443E-05	28098.2
1.48962E-05	28052.4
1.48763E-05	28036.5
0.01486	27978.3
0.01482	27959.8
1.4815E-05	27930.5
1.47859E-05	27902.6
1.4783E-05	27879.4
1.47775E-05	27745.6
1.47545E-05	27742.2
1.47518E-05	27694.4
1.47457E-05	27687.1
1.47218E-05	27669.1
1.47091E-05	27658
1.46934E-05	27656.9
1.46709E-05	27623.9
1.46396E-05	27564.1
1.4612E-05	27546.7
1.45876E-05	27519
1.45865E-05	27493.6
1.45751E-05	27456.5
1.45643E-05	27447.1
1.45493E-05	27445
1.45291E-05	27434.6
1.45088E-05	27422.8
1.44692E-05	27404.8
1.44649E-05	27387
1.44466E-05	27382.5
1.44351E-05	27355.5
1.44342E-05	27345
1.44271E-05	27323.2
1.43992E-05	27311.5
1.43664E-05	27308.4
1.42886E-05	27277.3
1.42847E-05	27256
1.42759E-05	27214
1.42728E-05	27181.5
1.42628E-05	27158.4
1.42518E-05	27048
1.42422E-05	27002
1.42305E-05	26973.9
1.41995E-05	26954.9
1.41992E-05	26917
1.4195E-05	26877.4
1.41604E-05	26857.6
1.41518E-05	26852.3
1.41266E-05	26851
1.40927E-05	26822.8
1.40466E-05	26819
1.40159E-05	26801.7
1.40141E-05	26782.1
1.39483E-05	26718.2
1.39445E-05	26702.2
1.39389E-05	26683.4
1.39158E-05	26672.3
1.39156E-05	26654.2
1.38765E-05	26620.7
1.38339E-05	26564.4
1.38088E-05	26559.7
1.37969E-05	26480.9
1.3784E-05	26455.2
1.37698E-05	26380.8
1.37696E-05	26299
1.37628E-05	26256.1
1.37339E-05	26249.6
1.37276E-05	26246.6
1.37209E-05	26235.7
1.3683E-05	26235.3
0.01368	26162.5
1.36411E-05	26153.4
1.35911E-05	26139.9
1.35905E-05	26102.5
1.3573E-05	26080.8
1.35682E-05	26078.9
1.35476E-05	26071.7
1.35462E-05	26046.6
1.35461E-05	26038.7
1.35456E-05	26020.4
1.35346E-05	25994.9
1.35291E-05	25978.5
1.35177E-05	25926.5
1.34986E-05	25893.4
1.34946E-05	25886.4
1.34832E-05	25873.8
1.34794E-05	25850.2
1.34664E-05	25834.1
1.34628E-05	25796.3
1.3457E-05	25757.4
1.34521E-05	25729
1.34498E-05	25723
1.34309E-05	25719.8
1.34243E-05	25679.8
1.3418E-05	25606.9
1.34156E-05	25601.9
1.34015E-05	25525.4
1.33821E-05	25489.9
1.33688E-05	25464.4
1.33649E-05	25455.9
1.33557E-05	25445.9
1.33172E-05	25412.9
1.3233E-05	25402.9
1.32271E-05	25392.7
1.32264E-05	25377.7
1.32214E-05	25339.7
1.3217E-05	25288.2
1.31913E-05	25254.1
1.3178E-05	25227.7
1.31562E-05	25196.9
1.31414E-05	25128.8
1.31246E-05	25070.3
1.30929E-05	24994.6
1.30909E-05	24993
1.30799E-05	24983.9
1.30519E-05	24950.5
1.30307E-05	24866.2
1.3026E-05	24852.1
1.30112E-05	24841.3
1.2974E-05	24774.7
1.29689E-05	24773.5
1.29273E-05	24722
1.29219E-05	24683.5
1.28804E-05	24661.6
1.28716E-05	24649.3
1.28701E-05	24640
1.28688E-05	24619.6
1.28516E-05	24607.3
1.27749E-05	24562.1
1.27529E-05	24544.4
1.27436E-05	24540
1.27264E-05	24523.1
1.27257E-05	24506.5
1.2721E-05	24383.9
1.2718E-05	24383.6
1.27064E-05	24376
1.26695E-05	24363.4
1.26572E-05	24361.9
1.26526E-05	24333.7
1.26486E-05	24302
1.26236E-05	24292.1
1.2559E-05	24272.9
1.2544E-05	24267.1
1.25319E-05	24247.2
1.25248E-05	24213
1.25025E-05	24192
1.24858E-05	24177.1
1.24825E-05	24165.7
1.2479E-05	24124.9
1.24614E-05	24110.7
1.24572E-05	24079.6
1.24566E-05	24076.8
1.24405E-05	24059.5
1.24364E-05	24055.6
1.24181E-05	23982.2
1.24126E-05	23971.8
1.23873E-05	23952.4
1.23844E-05	23942.2
1.23773E-05	23922.1
1.23767E-05	23832.3
1.23713E-05	23786.1
1.23711E-05	23686.9
1.23622E-05	23676
1.23584E-05	23662.1
1.23307E-05	23644.3
1.23239E-05	23638.5
1.23207E-05	23600.1
1.23012E-05	23590.2
1.22992E-05	23563.1
1.22229E-05	23553.5
1.22177E-05	23496.8
1.2202E-05	23491.3
1.22015E-05	23477.2
1.21869E-05	23456.4
1.21788E-05	23443.6
1.21785E-05	23434.7
1.21738E-05	23429.5
1.21588E-05	23411.1
1.21557E-05	23383.3
1.21489E-05	23378.6
1.2146E-05	23367.4
1.21365E-05	23349.7
1.21263E-05	23334.7
1.2112E-05	23324.2
1.21113E-05	23280.9
1.2102E-05	23248.2
1.20831E-05	23227.9
1.20635E-05	23223.3
1.20561E-05	23213.3
1.20549E-05	23194.7
1.20506E-05	23186.1
1.20403E-05	23165.4
1.20307E-05	23142.4
1.2022E-05	23100.5
1.19989E-05	23056.2
1.19941E-05	23049.7
1.19845E-05	22932.9
0.01198	22908.2
1.1978E-05	22894.5
1.19776E-05	22838.8
1.1973E-05	22769.8
1.19514E-05	22759.4
1.19398E-05	22750.2
1.19298E-05	22744.1
1.1919E-05	22674.8
1.18988E-05	22664.9
1.18968E-05	22590.5
1.18882E-05	22586.8
1.18828E-05	22542.1
1.18787E-05	22527.4
1.18738E-05	22522.4
1.18699E-05	22516
1.18645E-05	22514.5
1.18554E-05	22502.2
1.18301E-05	22488.4
1.18288E-05	22478.8
1.18091E-05	22406.4
1.18053E-05	22398.3
1.17752E-05	22377.9
1.17601E-05	22344.1
1.17576E-05	22327.2
1.17413E-05	22327
1.17411E-05	22275.2
1.17119E-05	22274.1
1.16857E-05	22193.5
1.16793E-05	22153.6
1.16538E-05	22120.3
1.16527E-05	22117.4
1.15879E-05	22109
1.15518E-05	22068.2
1.15444E-05	22039.8
1.15441E-05	22033.5
1.15349E-05	22029
1.15286E-05	21977.4
1.15173E-05	21968.7
1.14795E-05	21908.6
1.14663E-05	21897.5
1.14397E-05	21890.9
1.14352E-05	21881.6
1.14177E-05	21671
1.14051E-05	21667
1.14014E-05	21662.7
1.13991E-05	21640.9
1.13986E-05	21627.9
1.13921E-05	21616.8
1.13917E-05	21599.7
1.13891E-05	21599.1
1.13814E-05	21559.9
1.13573E-05	21551.5
1.13317E-05	21528.6
1.13226E-05	21460.5
1.1316E-05	21458.4
1.12975E-05	21458.4
1.12932E-05	21427.2
1.1274E-05	21415.1
1.12672E-05	21404.3
1.12483E-05	21403.7
1.12144E-05	21390
1.11755E-05	21387.9
1.11729E-05	21362.6
1.1171E-05	21348.3
1.11664E-05	21341.7
1.11437E-05	21323.2
1.11356E-05	21278
1.11279E-05	21274.1
1.11158E-05	21254.9
1.11148E-05	21196.8
1.11091E-05	21196.6
1.11055E-05	21138
1.10868E-05	21108.1
1.10719E-05	21089.5
1.10591E-05	21061.5
1.10544E-05	20985.9
1.10256E-05	20975.5
1.10252E-05	20949.2
1.10187E-05	20922.2
1.09933E-05	20910
1.09808E-05	20893.4
1.09662E-05	20864.3
1.09661E-05	20861.5
1.09393E-05	20856.2
1.09377E-05	20851.4
1.09267E-05	20844.9
1.08919E-05	20706.1
1.08707E-05	20700.9
1.0854E-05	20699.1
1.08444E-05	20696.1
1.08369E-05	20688.6
1.08164E-05	20685.3
1.08136E-05	20656.2
1.08121E-05	20610.4
1.08092E-05	20607.9
1.08066E-05	20593.1
1.08019E-05	20590.6
1.07924E-05	20532
1.07761E-05	20522.3
1.0743E-05	20513.2
1.07139E-05	20504.7
1.0707E-05	20484.5
1.07066E-05	20467.6
1.06977E-05	20449.1
1.06933E-05	20409.4
1.06907E-05	20402.6
1.06877E-05	20388.7
1.06788E-05	20382.4
1.06609E-05	20373.5
1.06533E-05	20363.7
1.06397E-05	20341.6
1.05807E-05	20318.9
1.05704E-05	20285.5
1.05641E-05	20279
1.0533E-05	20259.6
1.05269E-05	20244
1.05242E-05	20237.7
1.05214E-05	20221.6
1.04994E-05	20214.2
1.04869E-05	20183.3
1.04775E-05	20152.4
1.04727E-05	20120.2
1.04698E-05	20104.6
1.04632E-05	20088.5
1.04442E-05	20075.8
1.04253E-05	20027.4
1.04247E-05	20013.3
1.04087E-05	19990.3
1.04018E-05	19975.1
1.03898E-05	19930.9
1.03852E-05	19884.3
1.03481E-05	19873.3
1.03481E-05	19872.4
1.0328E-05	19861.5
1.02991E-05	19852
1.02981E-05	19816.5
1.02901E-05	19796.5
1.02621E-05	19755.9
1.02563E-05	19754.9
1.02518E-05	19721.6
1.02471E-05	19694.5
1.0238E-05	19666.2
1.02246E-05	19660.4
1.0222E-05	19649.4
1.02091E-05	19633.9
1.02084E-05	19631.4
1.01936E-05	19625.9
1.01344E-05	19613.5
1.01309E-05	19582.9
1.01215E-05	19581
1.01213E-05	19571.2
1.01175E-05	19544.4
1.01136E-05	19428.4
1.0107E-05	19384.3
1.01066E-05	19365.8
1.01034E-05	19359
1.01031E-05	19323.4
1.00952E-05	19306.4
1.0094E-05	19255.1
1.00509E-05	19246.9
1.00498E-05	19225.5
1.00355E-05	19206
9.99394E-06	19186
9.97209E-06	19173.9
9.96367E-06	19144.4
9.95981E-06	19144.4
9.94554E-06	19143.5
9.93738E-06	19092.2
9.9075E-06	19088.4
9.89006E-06	19051.3
9.88591E-06	19045.2
9.87364E-06	19015.8
9.86738E-06	18987.3
9.86088E-06	18962.4
9.85385E-06	18959.1
9.84071E-06	18956.4
9.82072E-06	18924.6
9.81823E-06	18920.4
9.81789E-06	18877.7
9.79595E-06	18864.7
9.78297E-06	18856.3
9.77698E-06	18846.1
9.77356E-06	18834.9
9.77154E-06	18832.8
9.76014E-06	18815.1
9.75461E-06	18798.3
9.74923E-06	18795.7
9.74526E-06	18765.1
9.7368E-06	18737.8
9.72425E-06	18699.2
9.70212E-06	18655.2
9.69667E-06	18635.9
9.68217E-06	18595.1
9.66701E-06	18567.1
9.63546E-06	18540.2
9.6272E-06	18498.3
9.6236E-06	18484
9.5878E-06	18453.5
9.57787E-06	18423
9.57009E-06	18418.5
9.56375E-06	18415.9
9.54833E-06	18406.6
9.54092E-06	18398.1
9.53924E-06	18377.5
9.53071E-06	18374.3
9.52132E-06	18291.9
9.51566E-06	18275.8
9.47536E-06	18197.7
9.46714E-06	18194.3
9.46345E-06	18134.5
9.43652E-06	18107
9.4327E-06	18101
9.4305E-06	18085
9.42641E-06	18073.5
9.41957E-06	18037.3
9.41825E-06	17972.2
9.41633E-06	17966.2
9.41362E-06	17944.1
9.39708E-06	17937.1
9.38308E-06	17936.6
9.37122E-06	17894.4
9.36321E-06	17868.5
9.35473E-06	17864.7
9.3285E-06	17863.5
9.31181E-06	17825.7
9.29911E-06	17813.7
9.29898E-06	17770
9.29865E-06	17766.7
9.28908E-06	17757.3
9.24886E-06	17738.2
9.24156E-06	17697.2
9.23429E-06	17662.3
9.19265E-06	17643.7
9.18437E-06	17609.6
9.17199E-06	17594.9
9.14854E-06	17566
9.13977E-06	17540.5
9.12117E-06	17521.7
9.11848E-06	17491.6
9.11846E-06	17451.3
9.10503E-06	17432.8
9.09371E-06	17431.3
9.09174E-06	17430.2
9.0801E-06	17423.2
9.07938E-06	17373.6
9.07813E-06	17368.6
9.02499E-06	17363.4
9.01046E-06	17349
9.01004E-06	17330.4
8.9913E-06	17292.8
8.97951E-06	17286.1
8.97514E-06	17279.7
8.9582E-06	17277.5
8.95566E-06	17191.8
8.9536E-06	17138.2
8.95297E-06	17128.5
8.94144E-06	17114.2
8.93779E-06	17078.5
8.92189E-06	17068.5
8.90609E-06	17064.3
8.90308E-06	17058.4
8.90144E-06	17056.8
8.88606E-06	17054.5
8.88576E-06	17051.2
8.88176E-06	17037.1
8.87363E-06	17028.3
8.86779E-06	17002.6
8.85443E-06	16939.5
8.85076E-06	16938.5
8.83537E-06	16917.4
8.83441E-06	16912.3
8.82951E-06	16901.8
8.82117E-06	16869.3
8.80803E-06	16863.5
8.80763E-06	16839.4
8.78624E-06	16816.8
8.78338E-06	16806.9
8.77688E-06	16793.9
8.77085E-06	16780.5
8.76941E-06	16724.6
8.76591E-06	16676.5
8.76214E-06	16675.9
8.72181E-06	16638.1
8.70797E-06	16631.6
8.67654E-06	16625.3
8.66915E-06	16621.9
8.65853E-06	16618.7
8.6316E-06	16561.4
8.6229E-06	16542.6
8.58564E-06	16538.5
8.58445E-06	16534.8
8.57396E-06	16508.2
8.56364E-06	16502.7
8.55074E-06	16476.2
8.5284E-06	16457.9
8.52723E-06	16446.3
8.52061E-06	16395.4
8.49974E-06	16363.4
8.49233E-06	16359.1
8.49174E-06	16358.1
8.48633E-06	16354.7
8.48475E-06	16354.5
8.48137E-06	16351.6
8.47657E-06	16347.7
8.47617E-06	16302.8
8.47267E-06	16295.5
8.44274E-06	16267.3
8.41978E-06	16225.5
8.40551E-06	16225.3
8.39641E-06	16207.9
8.3959E-06	16197.8
8.39379E-06	16185
8.3751E-06	16184.7
8.36924E-06	16176.1
8.36817E-06	16146.6
8.36161E-06	16142.2
8.36153E-06	16140
8.33903E-06	16135.7
8.33023E-06	16135.7
8.3017E-06	16076
8.28329E-06	16053.9
8.28199E-06	15963.8
8.27277E-06	15943.4
8.25014E-06	15941.8
8.24596E-06	15909
8.21026E-06	15902.3
8.20387E-06	15879.9
8.19657E-06	15876
8.18931E-06	15865.2
8.17999E-06	15856.3
8.16825E-06	15854.1
8.14442E-06	15838.5
8.13249E-06	15815.6
8.10984E-06	15812.3
8.08362E-06	15806.5
8.05475E-06	15798.1
0.008054	15782.9
8.05336E-06	15747.9
8.0512E-06	15743.8
8.0352E-06	15720.3
8.02974E-06	15684.7
8.02464E-06	15659.1
8.0211E-06	15641.1
8.00943E-06	15586.6
7.98139E-06	15585.3
7.98108E-06	15579.6
7.95334E-06	15572.5
7.92959E-06	15566.3
7.92736E-06	15555.9
7.91255E-06	15549
7.89894E-06	15527.2
7.89098E-06	15504.1
7.86269E-06	15496.6
7.85661E-06	15495.3
7.84116E-06	15464.9
7.83649E-06	15460.2
7.83258E-06	15414
7.8313E-06	15377.4
7.79793E-06	15329.2
7.79329E-06	15324.4
7.78585E-06	15317.5
7.78457E-06	15287.8
7.78128E-06	15277.7
7.76236E-06	15239.8
7.74649E-06	15227.8
7.73601E-06	15203.8
7.7326E-06	15200
7.72887E-06	15197.1
7.7162E-06	15155.1
7.70882E-06	15145.9
7.69694E-06	15142.3
7.69174E-06	15134
7.68436E-06	15118.6
7.67943E-06	15114
7.67008E-06	15029.6
7.65049E-06	14996.3
7.64574E-06	14980.8
7.63585E-06	14907.5
7.63068E-06	14901.8
7.62976E-06	14890.7
7.62946E-06	14886.1
7.62598E-06	14865.9
7.60741E-06	14857.3
7.60401E-06	14855
7.59641E-06	14847.9
7.58358E-06	14823.7
7.57099E-06	14763.3
7.56695E-06	14761
7.5623E-06	14740.7
7.53709E-06	14723.6
7.50701E-06	14716.8
7.49339E-06	14699.1
7.48372E-06	14696.2
7.47496E-06	14667.4
7.47006E-06	14656.3
7.45095E-06	14652.5
7.45007E-06	14603.9
7.44183E-06	14588.9
7.43516E-06	14588.6
7.42916E-06	14565.5
7.41023E-06	14551.7
7.40786E-06	14536.5
7.40448E-06	14523.9
7.39989E-06	14523.8
7.3951E-06	14519.4
7.39012E-06	14498.5
7.38733E-06	14457.1
7.36404E-06	14451.8
7.35634E-06	14417.1
7.3506E-06	14416.8
7.34861E-06	14397
7.34239E-06	14392.5
7.33804E-06	14386.8
7.33606E-06	14381.6
7.32167E-06	14343.3
7.32165E-06	14343.3
7.30831E-06	14290.2
7.30658E-06	14283.7
7.30144E-06	14258.5
7.28239E-06	14256.5
7.2712E-06	14213.9
7.26893E-06	14211.7
7.26475E-06	14206.4
7.25272E-06	14186
7.23955E-06	14181.5
7.21742E-06	14177.3
7.20804E-06	14166.4
7.20537E-06	14162.7
7.2022E-06	14160.2
7.20135E-06	14087.3
7.19802E-06	14069.8
7.18395E-06	14039.7
7.17108E-06	14002
7.17028E-06	13982.6
7.15858E-06	13956.2
7.14935E-06	13955.3
7.13285E-06	13937.5
7.12671E-06	13925.2
7.12477E-06	13885.2
7.11668E-06	13861.9
7.11541E-06	13820.4
7.10953E-06	13811.5
7.10683E-06	13792.5
7.10202E-06	13772.9
7.1E-06	13768.5
7.09241E-06	13740.5
7.0919E-06	13708.8
7.0911E-06	13689.2
7.08701E-06	13667.1
7.08015E-06	13656.4
7.07195E-06	13640.5
7.06893E-06	13615.9
7.06596E-06	13592.4
7.06039E-06	13584
7.05185E-06	13574.1
7.04897E-06	13558
0.007046	13552.5
7.03372E-06	13547.9
7.03362E-06	13541
7.03243E-06	13525.3
7.00103E-06	13515.9
6.95554E-06	13491.3
6.95016E-06	13478.8
6.94547E-06	13459.3
6.94513E-06	13458.7
6.9321E-06	13457.8
6.92094E-06	13446.5
6.90759E-06	13439.4
6.9023E-06	13405
6.87947E-06	13403.9
6.87519E-06	13398.3
6.86747E-06	13394.5
6.8549E-06	13394.4
6.85406E-06	13372.2
6.84662E-06	13369.8
6.84136E-06	13369.8
6.83797E-06	13364.2
6.83105E-06	13328.4
6.82371E-06	13297.6
6.81638E-06	13285.4
6.80809E-06	13261.4
6.80729E-06	13247.9
6.78857E-06	13235.7
6.77788E-06	13223.1
6.76398E-06	13220.4
6.7601E-06	13214.4
6.75929E-06	13202.7
6.75601E-06	13198.5
6.75474E-06	13156.5
6.75208E-06	13114.5
6.72472E-06	13102.5
6.72255E-06	13098.1
6.69832E-06	13090.2
6.69052E-06	13087.7
6.68694E-06	13077.7
6.67836E-06	13066.5
6.66141E-06	13065
6.66073E-06	13063.4
6.6548E-06	13044
6.63738E-06	13027.2
6.63533E-06	13021.9
6.61198E-06	13006.2
6.59252E-06	13005.1
6.58947E-06	12970.3
6.58436E-06	12968.3
6.57199E-06	12963.8
6.56813E-06	12936.2
6.56383E-06	12924.9
6.56113E-06	12922
6.54124E-06	12887.8
6.53561E-06	12885.8
6.52349E-06	12862.4
6.52094E-06	12862.3
6.51018E-06	12839.9
6.49458E-06	12820.5
6.49211E-06	12752.3
6.4846E-06	12746.2
6.47992E-06	12744
6.47948E-06	12742.4
6.4778E-06	12725.9
6.46636E-06	12710.3
6.46363E-06	12700.8
6.45012E-06	12699.9
6.4415E-06	12699.5
6.43733E-06	12681.7
6.42736E-06	12666.9
6.42122E-06	12642.7
6.40655E-06	12638.3
6.3865E-06	12583.2
6.37564E-06	12580
6.37486E-06	12579.4
6.37333E-06	12577.3
6.37072E-06	12577.2
6.36938E-06	12563.7
6.3595E-06	12563.1
6.34352E-06	12540.7
6.34174E-06	12537.8
6.33761E-06	12536.9
6.33653E-06	12522.8
6.33402E-06	12499.6
6.33381E-06	12476.2
6.3221E-06	12423.8
6.31669E-06	12418.1
6.30237E-06	12405.1
6.29325E-06	12395.1
6.28771E-06	12376.9
6.27961E-06	12323.7
6.25891E-06	12313.4
6.25191E-06	12300.2
6.24785E-06	12266.6
6.24628E-06	12252.1
6.24112E-06	12244.7
6.23972E-06	12234.3
6.23719E-06	12197.1
6.23487E-06	12196.8
6.23318E-06	12192.1
6.2192E-06	12182.3
6.20907E-06	12151
6.2064E-06	12150.7
6.19575E-06	12148.6
6.18757E-06	12148.5
6.1845E-06	12144.8
6.16372E-06	12134.6
6.1625E-06	12118
0.006149	12112
6.13807E-06	12109.1
6.12497E-06	12096.6
6.11895E-06	12096.1
6.11798E-06	12079.2
6.11782E-06	12076.1
6.10912E-06	12075.8
6.10883E-06	12042
6.1034E-06	12035.5
6.10263E-06	12030.7
6.09981E-06	12013.7
6.09792E-06	11999.2
6.09185E-06	11964.1
6.07727E-06	11929.5
6.06773E-06	11916.3
6.06592E-06	11885.9
6.06103E-06	11857.8
6.05927E-06	11852.1
6.04677E-06	11849.5
6.04551E-06	11846.5
6.04162E-06	11820.1
6.04114E-06	11815.2
6.03452E-06	11811.1
6.03319E-06	11806.8
6.0249E-06	11799.9
6.01172E-06	11787
6.00676E-06	11779.7
5.99727E-06	11776.9
5.97855E-06	11767.2
5.97632E-06	11765.9
5.96334E-06	11730
5.95878E-06	11722.6
5.95742E-06	11715.6
5.95551E-06	11712.7
5.92976E-06	11707.6
5.91624E-06	11696.2
5.90991E-06	11650.3
5.90117E-06	11646.7
5.88084E-06	11638.1
5.87748E-06	11633.8
5.86222E-06	11630.7
5.86055E-06	11627.8
5.85784E-06	11624.1
5.85533E-06	11612.5
5.8442E-06	11598.1
5.84135E-06	11582
5.82525E-06	11548.7
5.81914E-06	11531.3
5.81809E-06	11520.5
5.81572E-06	11519.1
5.8098E-06	11506.7
5.80947E-06	11505.8
5.80496E-06	11449
5.80244E-06	11432.4
5.80005E-06	11431.2
5.79367E-06	11428.3
5.78862E-06	11420.1
5.78769E-06	11414.7
5.78422E-06	11398.9
5.78187E-06	11389.9
5.78182E-06	11374.9
5.78137E-06	11374.6
5.78084E-06	11368.7
5.77742E-06	11366.8
5.77682E-06	11366
5.77187E-06	11358.8
5.77065E-06	11356.8
5.76495E-06	11345.9
5.74447E-06	11343.2
5.73652E-06	11342
5.72936E-06	11328.5
5.72513E-06	11287.4
5.70988E-06	11262
5.70827E-06	11239.6
5.68241E-06	11238.4
5.67886E-06	11212.5
5.67079E-06	11190.5
5.65254E-06	11179
5.65116E-06	11172.4
5.64247E-06	11166.9
5.64033E-06	11151.4
5.63484E-06	11148.6
5.61029E-06	11146.7
5.6083E-06	11126.6
5.58693E-06	11106.9
5.58063E-06	11103.6
5.5798E-06	11096.8
5.56305E-06	11088.8
5.56204E-06	11075.9
5.56141E-06	11061.8
5.55276E-06	11053.8
5.54465E-06	11042.4
5.52633E-06	11035.3
5.51738E-06	11026.8
5.51155E-06	11026
5.50806E-06	11024.8
5.46878E-06	11016
5.45617E-06	10998.1
5.44002E-06	10949
5.4385E-06	10926.8
5.42871E-06	10913.3
5.42779E-06	10909.6
5.42742E-06	10877.9
5.41906E-06	10877.9
5.41665E-06	10866.9
5.41084E-06	10834.4
5.40966E-06	10832.2
5.40487E-06	10813.9
5.40411E-06	10778.5
5.40328E-06	10777.5
5.39654E-06	10765.1
5.3952E-06	10756.6
5.38447E-06	10743.5
5.37246E-06	10739.5
5.35671E-06	10729.2
5.3335E-06	10704.8
5.32445E-06	10696.7
5.3231E-06	10681.3
5.31684E-06	10630
5.31425E-06	10626.7
5.31092E-06	10610.8
5.30483E-06	10599
5.30475E-06	10593.1
5.28787E-06	10591.7
5.28116E-06	10583.6
5.27712E-06	10563.4
5.27647E-06	10546.5
5.25813E-06	10545.3
5.2557E-06	10541.6
5.24923E-06	10532.2
5.22889E-06	10526.3
5.22681E-06	10521.9
5.2256E-06	10510.5
5.22451E-06	10470
5.17985E-06	10428.8
5.17227E-06	10414.1
5.16294E-06	10384.7
5.15528E-06	10339.6
5.15366E-06	10337.4
5.15256E-06	10311.3
5.1413E-06	10308.9
5.1357E-06	10302.7
5.11441E-06	10265.6
5.09568E-06	10259.2
5.09207E-06	10239.7
5.08816E-06	10225.6
5.08371E-06	10222
5.08142E-06	10199.7
5.07895E-06	10193.1
5.05725E-06	10191.5
5.04599E-06	10189.9
5.04007E-06	10187.3
5.0371E-06	10179.6
5.00357E-06	10144.3
5.00001E-06	10107.4
4.99398E-06	10069.4
4.98104E-06	10059.6
4.97438E-06	10054.2
4.96211E-06	10026.8
4.95293E-06	10001.1
4.95096E-06	9993.7
4.9439E-06	9979.16
4.94318E-06	9978.5
4.94201E-06	9961.54
4.9347E-06	9954.95
4.92574E-06	9934.29
4.92542E-06	9848.52
4.92518E-06	9846.16
4.91775E-06	9825.22
4.91615E-06	9798.88
4.91412E-06	9798.54
4.9123E-06	9781.27
4.90996E-06	9774.76
4.90688E-06	9773.82
4.90318E-06	9770
4.90314E-06	9768.32
4.89485E-06	9754.49
4.89404E-06	9753.28
4.89326E-06	9752.41
0.004885	9730.72
4.87155E-06	9728.99
4.85903E-06	9728.15
4.83756E-06	9723.5
4.83736E-06	9720.94
4.83236E-06	9703.11
4.80817E-06	9699.42
4.80401E-06	9693.85
4.79793E-06	9689.14
4.79278E-06	9688.12
4.77928E-06	9663.57
4.77637E-06	9662.84
4.77593E-06	9660.63
4.77455E-06	9658.64
4.77193E-06	9641.88
4.76809E-06	9640.89
4.76342E-06	9638.59
4.75544E-06	9636.41
4.75464E-06	9602.25
4.73854E-06	9589.47
4.73147E-06	9577.47
4.72998E-06	9551.31
4.72052E-06	9546.79
4.72012E-06	9523.96
4.71101E-06	9523.67
4.70895E-06	9511.49
4.70336E-06	9509.08
4.69545E-06	9473.72
4.6945E-06	9468
4.68145E-06	9433.69
4.67647E-06	9421.06
4.67567E-06	9411.45
4.6738E-06	9405.83
4.67209E-06	9401.43
4.66292E-06	9384.25
4.66069E-06	9362.88
4.65777E-06	9357.14
4.65066E-06	9356.51
4.65057E-06	9346.64
4.64792E-06	9318.77
4.64413E-06	9311.02
4.6439E-06	9305.61
4.63813E-06	9305.43
4.62088E-06	9282.35
4.61508E-06	9275.65
4.6122E-06	9270.78
4.60707E-06	9268.94
4.60437E-06	9264.73
4.58275E-06	9251.6
4.58176E-06	9232.04
4.57622E-06	9225.86
4.57361E-06	9221.82
4.57034E-06	9221.45
4.56935E-06	9212.95
4.56855E-06	9206.84
4.55624E-06	9205.99
4.54796E-06	9203.82
4.54525E-06	9195.52
4.54392E-06	9170.04
4.54206E-06	9169.94
4.52916E-06	9162.03
4.52866E-06	9147.54
4.51992E-06	9139.98
4.51347E-06	9139
4.51318E-06	9137.63
4.50329E-06	9133.01
4.50162E-06	9130.82
4.49665E-06	9125.75
4.4923E-06	9111.59
4.48094E-06	9110.36
4.47785E-06	9096.83
4.47077E-06	9084.74
4.46959E-06	9065.45
4.46749E-06	9057.84
4.4462E-06	9045.64
4.43483E-06	9035.28
4.4332E-06	9031.17
4.43271E-06	9027.85
4.42419E-06	9019.84
4.41736E-06	8997.76
4.39496E-06	8995.53
4.38835E-06	8991.68
4.38636E-06	8989.86
4.37798E-06	8983.47
4.37654E-06	8970.56
4.37292E-06	8966.36
4.36718E-06	8962.11
